service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
MF10-17-246-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-250-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-251-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-270-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-279-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-284-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-285-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-293-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-302-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-304-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-305-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-309-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-350-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-510-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-512-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-903-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-905-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-906-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-907-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-17-908-aus,0,0,0,0,1,0,0,20240223,20240526
MF10-21-670-aus,0,0,0,1,0,0,0,20240223,20240526
MF10-21-693-aus,0,0,0,1,0,0,0,20240223,20240526
MF11-18-901-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-18-902-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-18-903-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-21-670-aus,0,0,0,0,1,0,0,20240223,20240526
MF11-21-693-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-12-831-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-834-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-835-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-836-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-837-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-838-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-839-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-840-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-841-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-842-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-846-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-847-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-888-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-889-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-899-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-925-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-926-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-927-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-928-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-12-929-aus,0,0,1,0,0,0,0,20240223,20240526
MF11-32-600-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-32-603-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-32-604-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-32-922-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-32-923-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-33-200-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-33-207-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-33-250-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-33-251-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-33-350-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-33-901-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-33-902-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-13-460-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-13-462-aus,1,1,1,1,0,0,0,20240223,20240526
MF1-13-463-aus,1,1,1,1,0,0,0,20240223,20240526
MF1-13-469-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-13-476-aus,0,0,0,0,1,0,0,20240223,20240526
MF11-35-215-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-35-216-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-35-220-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-35-223-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-35-232-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-35-234-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-35-235-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-35-236-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-35-237-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-35-426-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-35-429-aus,1,0,0,0,0,0,0,20240223,20240526
MF11-35-903-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-200-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-207-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-270-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-271-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-273-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-279-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-280-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-281-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-282-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-284-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-285-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-293-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-295-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-302-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-303-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-304-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-305-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-309-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-318-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-364-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-370-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-380-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-901-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-14-903-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-905-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-906-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-907-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-14-908-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-15-503-aus,0,0,1,0,1,0,0,20240223,20240526
MF1-15-506-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-16-501-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-16-511-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-16-528-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-16-529-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-16-530-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-16-531-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-16-532-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-16-533-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-16-537-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-16-544-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-17-200-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-202-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-207-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-234-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-235-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-236-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-237-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-246-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-250-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-251-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-270-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-279-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-284-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-285-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-293-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-302-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-304-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-305-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-309-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-350-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-510-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-512-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-903-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-905-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-906-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-907-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-17-908-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-18-901-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-18-902-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-18-903-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-20-701-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-20-703-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-20-704-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-20-706-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-20-733-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-20-766-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-20-767-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-20-900-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-21-663-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-664-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-670-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-671-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-672-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-675-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-677-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-679-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-680-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-681-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-682-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-688-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-689-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-690-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-691-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-693-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-694-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-695-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-697-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-699-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-732-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-734-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-735-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-736-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-737-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-738-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-740-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-742-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-745-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-753-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-754-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-755-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-757-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-758-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-21-765-aus,0,0,1,0,0,0,0,20240223,20240526
MF12-18-901-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-18-902-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-18-903-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-21-670-aus,1,1,1,0,0,0,0,20240223,20240526
MF12-21-693-aus,1,1,1,0,0,0,0,20240223,20240526
MF1-22-663-aus,0,0,0,1,1,0,0,20240223,20240526
MF1-22-664-aus,0,0,0,1,1,0,0,20240223,20240526
MF1-22-670-aus,0,0,0,1,1,0,0,20240223,20240526
MF1-22-689-aus,0,0,0,1,1,0,0,20240223,20240526
MF1-22-742-aus,0,0,0,1,1,0,0,20240223,20240526
MF12-32-600-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-32-603-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-32-604-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-32-922-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-32-923-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-33-200-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-33-207-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-33-250-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-33-251-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-33-350-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-33-901-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-33-902-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-215-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-216-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-220-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-223-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-232-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-234-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-235-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-236-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-237-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-426-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-429-aus,0,1,0,0,0,0,0,20240223,20240526
MF12-35-903-aus,0,1,0,0,0,0,0,20240223,20240526
MF1-25-465-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-25-467-aus,1,1,1,1,0,0,0,20240223,20240526
MF1-25-468-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-26-627-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-631-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-705-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-708-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-709-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-800-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-802-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-804-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-811-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-812-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-813-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-814-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-816-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-822-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-823-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-824-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-825-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-828-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-843-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-844-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-845-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-848-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-850-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-857-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-858-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-861-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-862-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-863-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-26-885-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-27-786-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-27-787-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-27-788-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-27-887-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-28-760-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-770-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-771-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-772-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-773-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-774-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-775-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-776-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-777-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-778-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-779-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-780-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-781-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-782-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-783-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-784-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-785-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-832-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-28-833-aus,1,1,1,1,0,0,0,20240223,20240526
MF13-18-901-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-18-902-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-18-903-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-32-600-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-32-603-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-32-604-aus,1,0,0,0,0,0,0,20240223,20240526
MF13-28-833-aus,1,1,1,1,0,0,0,20240223,20240526
MF1-32-922-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-32-923-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-33-200-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-33-207-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-33-250-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-33-251-aus,1,0,0,0,0,0,0,20240223,20240526
MF13-32-600-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-32-603-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-32-604-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-32-922-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-32-923-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-33-200-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-33-207-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-33-250-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-33-251-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-33-350-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-33-350-aus,1,0,0,0,0,0,0,20240223,20240526
MF13-33-901-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-33-902-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-215-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-216-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-220-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-223-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-232-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-234-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-235-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-236-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-237-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-426-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-429-aus,0,0,1,0,0,0,0,20240223,20240526
MF13-35-903-aus,0,0,1,0,0,0,0,20240223,20240526
MF1-33-901-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-33-902-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-215-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-216-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-220-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-223-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-232-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-234-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-235-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-236-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-237-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-426-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-429-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-35-903-aus,1,0,0,0,0,0,0,20240223,20240526
MF1-40-683-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-627-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-631-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-705-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-708-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-709-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-800-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-802-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-804-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-811-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-812-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-813-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-814-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-816-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-822-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-823-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-824-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-825-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-828-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-843-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-844-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-845-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-848-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-850-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-857-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-858-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-861-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-862-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-863-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-885-aus,1,1,1,1,1,0,0,20240223,20240526
MF14-18-901-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-18-902-aus,0,0,0,1,0,0,0,20240223,20240526
MF14-18-903-aus,0,0,0,1,0,0,0,20240223,20240526
MF1-41-900-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-41-978-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-41-979-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-41-981-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-41-982-aus,0,0,0,0,1,0,0,20240223,20240526
MF1-42-356-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-357-aus,1,1,1,1,0,0,0,20240223,20240526
MF1-42-358-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-381-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-382-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-383-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-384-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-385-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-386-aus,1,1,1,1,0,0,0,20240223,20240526
MF1-42-387-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-388-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-389-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-390-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-504-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-505-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-509-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-517-aus,1,1,1,1,1,0,0,20240223,20240526
MF1-42-518-aus,1,1,1,1,1,0,0,20240223,20240526
