service_id,date,exception_type
MF10-14-293-aus,20240308,2
MF10-14-293-aus,20240315,2
MF10-14-293-aus,20240322,2
MF10-14-293-aus,20240329,2
MF10-14-293-aus,20240405,2
MF10-14-293-aus,20240412,2
MF10-14-293-aus,20240419,2
MF10-14-293-aus,20240426,2
MF10-14-293-aus,20240503,2
MF10-14-293-aus,20240510,2
MF10-14-293-aus,20240517,2
MF10-14-293-aus,20240524,2
MF10-14-295-aus,20240308,2
MF10-14-295-aus,20240315,2
MF10-14-295-aus,20240322,2
MF10-14-295-aus,20240329,2
MF10-14-295-aus,20240405,2
MF10-14-295-aus,20240412,2
MF10-14-295-aus,20240419,2
MF10-14-295-aus,20240426,2
MF10-14-295-aus,20240503,2
MF10-14-295-aus,20240510,2
MF10-14-295-aus,20240517,2
MF10-14-295-aus,20240524,2
MF10-14-302-aus,20240308,2
MF10-14-302-aus,20240315,2
MF10-14-302-aus,20240322,2
MF10-14-302-aus,20240329,2
MF10-14-302-aus,20240405,2
MF10-14-302-aus,20240412,2
MF10-14-302-aus,20240419,2
MF10-14-302-aus,20240426,2
MF10-14-302-aus,20240503,2
MF10-14-302-aus,20240510,2
MF10-14-302-aus,20240517,2
MF10-14-302-aus,20240524,2
MF10-14-303-aus,20240308,2
MF10-14-303-aus,20240315,2
MF10-14-303-aus,20240322,2
MF10-14-303-aus,20240329,2
MF10-14-303-aus,20240405,2
MF10-14-303-aus,20240412,2
MF10-14-303-aus,20240419,2
MF10-14-303-aus,20240426,2
MF10-14-303-aus,20240503,2
MF10-14-303-aus,20240510,2
MF10-14-303-aus,20240517,2
MF10-14-303-aus,20240524,2
MF10-14-304-aus,20240308,2
MF10-14-304-aus,20240315,2
MF10-14-304-aus,20240322,2
MF10-14-304-aus,20240329,2
MF10-14-304-aus,20240405,2
MF10-14-304-aus,20240412,2
MF10-14-304-aus,20240419,2
MF10-14-304-aus,20240426,2
MF10-14-304-aus,20240503,2
MF10-14-304-aus,20240510,2
MF10-14-304-aus,20240517,2
MF10-14-304-aus,20240524,2
MF10-14-305-aus,20240308,2
MF10-14-305-aus,20240315,2
MF10-14-305-aus,20240322,2
MF10-14-305-aus,20240329,2
MF10-14-305-aus,20240405,2
MF10-14-305-aus,20240412,2
MF10-14-305-aus,20240419,2
MF10-14-305-aus,20240426,2
MF10-14-305-aus,20240503,2
MF10-14-305-aus,20240510,2
MF10-14-305-aus,20240517,2
MF10-14-305-aus,20240524,2
MF10-14-309-aus,20240308,2
MF10-14-309-aus,20240315,2
MF10-14-309-aus,20240322,2
MF10-14-309-aus,20240329,2
MF10-14-309-aus,20240405,2
MF10-14-309-aus,20240412,2
MF10-14-309-aus,20240419,2
MF10-14-309-aus,20240426,2
MF10-14-309-aus,20240503,2
MF10-14-309-aus,20240510,2
MF10-14-309-aus,20240517,2
MF10-14-309-aus,20240524,2
MF10-14-318-aus,20240308,2
MF10-14-318-aus,20240315,2
MF10-14-318-aus,20240322,2
MF10-14-318-aus,20240329,2
MF10-14-318-aus,20240405,2
MF10-14-318-aus,20240412,2
MF10-14-318-aus,20240419,2
MF10-14-318-aus,20240426,2
MF10-14-318-aus,20240503,2
MF10-14-318-aus,20240510,2
MF10-14-318-aus,20240517,2
MF10-14-318-aus,20240524,2
MF10-14-364-aus,20240308,2
MF10-14-364-aus,20240315,2
MF10-14-364-aus,20240322,2
MF10-14-364-aus,20240329,2
MF10-14-364-aus,20240405,2
MF10-14-364-aus,20240412,2
MF10-14-364-aus,20240419,2
MF10-14-364-aus,20240426,2
MF10-14-364-aus,20240503,2
MF10-14-364-aus,20240510,2
MF10-14-364-aus,20240517,2
MF10-14-364-aus,20240524,2
MF10-14-370-aus,20240308,2
MF10-14-370-aus,20240315,2
MF10-14-370-aus,20240322,2
MF10-14-370-aus,20240329,2
MF10-14-370-aus,20240405,2
MF10-14-370-aus,20240412,2
MF10-14-370-aus,20240419,2
MF10-14-370-aus,20240426,2
MF10-14-370-aus,20240503,2
MF10-14-370-aus,20240510,2
MF10-14-370-aus,20240517,2
MF10-14-370-aus,20240524,2
MF10-14-380-aus,20240308,2
MF10-14-380-aus,20240315,2
MF10-14-380-aus,20240322,2
MF10-14-380-aus,20240329,2
MF10-14-380-aus,20240405,2
MF10-14-380-aus,20240412,2
MF10-14-380-aus,20240419,2
MF10-14-380-aus,20240426,2
MF10-14-380-aus,20240503,2
MF10-14-380-aus,20240510,2
MF10-14-380-aus,20240517,2
MF10-14-380-aus,20240524,2
MF10-14-903-aus,20240308,2
MF10-14-903-aus,20240315,2
MF10-14-903-aus,20240322,2
MF10-14-903-aus,20240329,2
MF10-14-903-aus,20240405,2
MF10-14-903-aus,20240412,2
MF10-14-903-aus,20240419,2
MF10-14-903-aus,20240426,2
MF10-14-903-aus,20240503,2
MF10-14-903-aus,20240510,2
MF10-14-903-aus,20240517,2
MF10-14-903-aus,20240524,2
MF10-14-905-aus,20240308,2
MF10-14-905-aus,20240315,2
MF10-14-905-aus,20240322,2
MF10-14-905-aus,20240329,2
MF10-14-905-aus,20240405,2
MF10-14-905-aus,20240412,2
MF10-14-905-aus,20240419,2
MF10-14-905-aus,20240426,2
MF10-14-905-aus,20240503,2
MF10-14-905-aus,20240510,2
MF10-14-905-aus,20240517,2
MF10-14-905-aus,20240524,2
MF10-14-906-aus,20240308,2
MF10-14-906-aus,20240315,2
MF10-14-906-aus,20240322,2
MF10-14-906-aus,20240329,2
MF10-14-906-aus,20240405,2
MF10-14-906-aus,20240412,2
MF10-14-906-aus,20240419,2
MF10-14-906-aus,20240426,2
MF10-14-906-aus,20240503,2
MF10-14-906-aus,20240510,2
MF10-14-906-aus,20240517,2
MF10-14-906-aus,20240524,2
MF10-14-907-aus,20240308,2
MF10-14-907-aus,20240315,2
MF10-14-907-aus,20240322,2
MF10-14-907-aus,20240329,2
MF10-14-907-aus,20240405,2
MF10-14-907-aus,20240412,2
MF10-14-907-aus,20240419,2
MF10-14-907-aus,20240426,2
MF10-14-907-aus,20240503,2
MF10-14-907-aus,20240510,2
MF10-14-907-aus,20240517,2
MF10-14-907-aus,20240524,2
MF10-14-908-aus,20240308,2
MF10-14-908-aus,20240315,2
MF10-14-908-aus,20240322,2
MF10-14-908-aus,20240329,2
MF10-14-908-aus,20240405,2
MF10-14-908-aus,20240412,2
MF10-14-908-aus,20240419,2
MF10-14-908-aus,20240426,2
MF10-14-908-aus,20240503,2
MF10-14-908-aus,20240510,2
MF10-14-908-aus,20240517,2
MF10-14-908-aus,20240524,2
MF10-15-503-aus,20240312,2
MF10-15-503-aus,20240314,2
MF10-15-503-aus,20240318,2
MF10-15-503-aus,20240319,2
MF10-15-503-aus,20240321,2
MF10-15-503-aus,20240325,2
MF10-15-503-aus,20240326,2
MF10-15-503-aus,20240328,2
MF10-15-503-aus,20240401,2
MF10-15-503-aus,20240402,2
MF10-15-503-aus,20240404,2
MF10-15-503-aus,20240408,2
MF10-15-503-aus,20240409,2
MF10-15-503-aus,20240411,2
MF10-15-503-aus,20240415,2
MF10-15-503-aus,20240416,2
MF10-15-503-aus,20240418,2
MF10-15-503-aus,20240422,2
MF10-15-503-aus,20240423,2
MF10-15-503-aus,20240425,2
MF10-15-503-aus,20240429,2
MF10-15-503-aus,20240430,2
MF10-15-503-aus,20240502,2
MF10-15-503-aus,20240506,2
MF10-15-503-aus,20240507,2
MF10-15-503-aus,20240509,2
MF10-15-503-aus,20240513,2
MF10-15-503-aus,20240514,2
MF10-15-503-aus,20240516,2
MF10-15-503-aus,20240520,2
MF10-15-503-aus,20240521,2
MF10-15-503-aus,20240523,2
MF10-17-200-aus,20240223,2
MF10-17-200-aus,20240301,2
MF10-17-200-aus,20240329,2
MF10-17-200-aus,20240405,2
MF10-17-200-aus,20240412,2
MF10-17-200-aus,20240419,2
MF10-17-200-aus,20240426,2
MF10-17-200-aus,20240503,2
MF10-17-200-aus,20240510,2
MF10-17-200-aus,20240517,2
MF10-17-200-aus,20240524,2
MF10-17-202-aus,20240223,2
MF10-17-202-aus,20240301,2
MF10-17-202-aus,20240329,2
MF10-17-202-aus,20240405,2
MF10-17-202-aus,20240412,2
MF10-17-202-aus,20240419,2
MF10-17-202-aus,20240426,2
MF10-17-202-aus,20240503,2
MF10-17-202-aus,20240510,2
MF10-17-202-aus,20240517,2
MF10-17-202-aus,20240524,2
MF10-17-207-aus,20240223,2
MF10-17-207-aus,20240301,2
MF10-17-207-aus,20240329,2
MF10-17-207-aus,20240405,2
MF10-17-207-aus,20240412,2
MF10-17-207-aus,20240419,2
MF10-17-207-aus,20240426,2
MF10-17-207-aus,20240503,2
MF10-17-207-aus,20240510,2
MF10-17-207-aus,20240517,2
MF10-17-207-aus,20240524,2
MF10-17-234-aus,20240223,2
MF10-17-234-aus,20240301,2
MF10-17-234-aus,20240329,2
MF10-17-234-aus,20240405,2
MF10-17-234-aus,20240412,2
MF10-17-234-aus,20240419,2
MF10-17-234-aus,20240426,2
MF10-17-234-aus,20240503,2
MF10-17-234-aus,20240510,2
MF10-17-234-aus,20240517,2
MF10-17-234-aus,20240524,2
MF10-17-235-aus,20240223,2
MF10-17-235-aus,20240301,2
MF10-17-235-aus,20240329,2
MF10-17-235-aus,20240405,2
MF10-17-235-aus,20240412,2
MF10-17-235-aus,20240419,2
MF10-17-235-aus,20240426,2
MF10-17-235-aus,20240503,2
MF10-17-235-aus,20240510,2
MF10-17-235-aus,20240517,2
MF10-17-235-aus,20240524,2
MF10-17-236-aus,20240223,2
MF10-17-236-aus,20240301,2
MF10-17-236-aus,20240329,2
MF10-17-236-aus,20240405,2
MF10-17-236-aus,20240412,2
MF10-17-236-aus,20240419,2
MF10-17-236-aus,20240426,2
MF10-17-236-aus,20240503,2
MF10-17-236-aus,20240510,2
MF10-17-236-aus,20240517,2
MF10-17-236-aus,20240524,2
MF10-17-237-aus,20240223,2
MF10-17-237-aus,20240301,2
MF10-17-237-aus,20240329,2
MF10-17-237-aus,20240405,2
MF10-17-237-aus,20240412,2
MF10-17-237-aus,20240419,2
MF10-17-237-aus,20240426,2
MF10-17-237-aus,20240503,2
MF10-17-237-aus,20240510,2
MF10-17-237-aus,20240517,2
MF10-17-237-aus,20240524,2
MF10-17-246-aus,20240223,2
MF10-17-246-aus,20240301,2
MF10-17-246-aus,20240329,2
MF10-17-246-aus,20240405,2
MF10-17-246-aus,20240412,2
MF10-17-246-aus,20240419,2
MF10-17-246-aus,20240426,2
MF10-17-246-aus,20240503,2
MF10-17-246-aus,20240510,2
MF10-17-246-aus,20240517,2
MF10-17-246-aus,20240524,2
MF10-17-250-aus,20240223,2
MF10-17-250-aus,20240301,2
MF10-17-250-aus,20240329,2
MF10-17-250-aus,20240405,2
MF10-17-250-aus,20240412,2
MF10-17-250-aus,20240419,2
MF10-17-250-aus,20240426,2
MF10-17-250-aus,20240503,2
MF10-17-250-aus,20240510,2
MF10-17-250-aus,20240517,2
MF10-17-250-aus,20240524,2
MF10-17-251-aus,20240223,2
MF10-17-251-aus,20240301,2
MF10-17-251-aus,20240329,2
MF10-17-251-aus,20240405,2
MF10-17-251-aus,20240412,2
MF10-17-251-aus,20240419,2
MF10-17-251-aus,20240426,2
MF10-17-251-aus,20240503,2
MF10-17-251-aus,20240510,2
MF10-17-251-aus,20240517,2
MF10-17-251-aus,20240524,2
MF10-17-270-aus,20240223,2
MF10-17-270-aus,20240301,2
MF10-17-270-aus,20240329,2
MF10-17-270-aus,20240405,2
MF10-17-270-aus,20240412,2
MF10-17-270-aus,20240419,2
MF10-17-270-aus,20240426,2
MF10-17-270-aus,20240503,2
MF10-17-270-aus,20240510,2
MF10-17-270-aus,20240517,2
MF10-17-270-aus,20240524,2
MF10-17-279-aus,20240223,2
MF10-17-279-aus,20240301,2
MF10-17-279-aus,20240329,2
MF10-17-279-aus,20240405,2
MF10-17-279-aus,20240412,2
MF10-17-279-aus,20240419,2
MF10-17-279-aus,20240426,2
MF10-17-279-aus,20240503,2
MF10-17-279-aus,20240510,2
MF10-17-279-aus,20240517,2
MF10-17-279-aus,20240524,2
MF10-17-284-aus,20240223,2
MF10-17-284-aus,20240301,2
MF10-17-284-aus,20240329,2
MF10-17-284-aus,20240405,2
MF10-17-284-aus,20240412,2
MF10-17-284-aus,20240419,2
MF10-17-284-aus,20240426,2
MF10-17-284-aus,20240503,2
MF10-17-284-aus,20240510,2
MF10-17-284-aus,20240517,2
MF10-17-284-aus,20240524,2
MF10-17-285-aus,20240223,2
MF10-17-285-aus,20240301,2
MF10-17-285-aus,20240329,2
MF10-17-285-aus,20240405,2
MF10-17-285-aus,20240412,2
MF10-17-285-aus,20240419,2
MF10-17-285-aus,20240426,2
MF10-17-285-aus,20240503,2
MF10-17-285-aus,20240510,2
MF10-17-285-aus,20240517,2
MF10-17-285-aus,20240524,2
MF10-17-293-aus,20240223,2
MF10-17-293-aus,20240301,2
MF10-17-293-aus,20240329,2
MF10-17-293-aus,20240405,2
MF10-17-293-aus,20240412,2
MF10-17-293-aus,20240419,2
MF10-17-293-aus,20240426,2
MF10-17-293-aus,20240503,2
MF10-17-293-aus,20240510,2
MF10-17-293-aus,20240517,2
MF10-17-293-aus,20240524,2
MF10-17-302-aus,20240223,2
MF10-17-302-aus,20240301,2
MF10-17-302-aus,20240329,2
MF10-17-302-aus,20240405,2
MF10-17-302-aus,20240412,2
MF10-17-302-aus,20240419,2
MF10-17-302-aus,20240426,2
MF10-17-302-aus,20240503,2
MF10-17-302-aus,20240510,2
MF10-17-302-aus,20240517,2
MF10-17-302-aus,20240524,2
MF10-17-304-aus,20240223,2
MF10-17-304-aus,20240301,2
MF10-17-304-aus,20240329,2
MF10-17-304-aus,20240405,2
MF10-17-304-aus,20240412,2
MF10-17-304-aus,20240419,2
MF10-17-304-aus,20240426,2
MF10-17-304-aus,20240503,2
MF10-17-304-aus,20240510,2
MF10-17-304-aus,20240517,2
MF10-17-304-aus,20240524,2
MF10-17-305-aus,20240223,2
MF10-17-305-aus,20240301,2
MF10-17-305-aus,20240329,2
MF10-17-305-aus,20240405,2
MF10-17-305-aus,20240412,2
MF10-17-305-aus,20240419,2
MF10-17-305-aus,20240426,2
MF10-17-305-aus,20240503,2
MF10-17-305-aus,20240510,2
MF10-17-305-aus,20240517,2
MF10-17-305-aus,20240524,2
MF10-17-309-aus,20240223,2
MF10-17-309-aus,20240301,2
MF10-17-309-aus,20240329,2
MF10-17-309-aus,20240405,2
MF10-17-309-aus,20240412,2
MF10-17-309-aus,20240419,2
MF10-17-309-aus,20240426,2
MF10-17-309-aus,20240503,2
MF10-17-309-aus,20240510,2
MF10-17-309-aus,20240517,2
MF10-17-309-aus,20240524,2
MF10-17-350-aus,20240223,2
MF10-17-350-aus,20240301,2
MF10-17-350-aus,20240329,2
MF10-17-350-aus,20240405,2
MF10-17-350-aus,20240412,2
MF10-17-350-aus,20240419,2
MF10-17-350-aus,20240426,2
MF10-17-350-aus,20240503,2
MF10-17-350-aus,20240510,2
MF10-17-350-aus,20240517,2
MF10-17-350-aus,20240524,2
MF10-17-510-aus,20240223,2
MF10-17-510-aus,20240301,2
MF10-17-510-aus,20240329,2
MF10-17-510-aus,20240405,2
MF10-17-510-aus,20240412,2
MF10-17-510-aus,20240419,2
MF10-17-510-aus,20240426,2
MF10-17-510-aus,20240503,2
MF10-17-510-aus,20240510,2
MF10-17-510-aus,20240517,2
MF10-17-510-aus,20240524,2
MF10-17-512-aus,20240223,2
MF10-17-512-aus,20240301,2
MF10-17-512-aus,20240329,2
MF10-17-512-aus,20240405,2
MF10-17-512-aus,20240412,2
MF10-17-512-aus,20240419,2
MF10-17-512-aus,20240426,2
MF10-17-512-aus,20240503,2
MF10-17-512-aus,20240510,2
MF10-17-512-aus,20240517,2
MF10-17-512-aus,20240524,2
MF10-17-903-aus,20240223,2
MF10-17-903-aus,20240301,2
MF10-17-903-aus,20240329,2
MF10-17-903-aus,20240405,2
MF10-17-903-aus,20240412,2
MF10-17-903-aus,20240419,2
MF10-17-903-aus,20240426,2
MF10-17-903-aus,20240503,2
MF10-17-903-aus,20240510,2
MF10-17-903-aus,20240517,2
MF10-17-903-aus,20240524,2
MF10-17-905-aus,20240223,2
MF10-17-905-aus,20240301,2
MF10-17-905-aus,20240329,2
MF10-17-905-aus,20240405,2
MF10-17-905-aus,20240412,2
MF10-17-905-aus,20240419,2
MF10-17-905-aus,20240426,2
MF10-17-905-aus,20240503,2
MF10-17-905-aus,20240510,2
MF10-17-905-aus,20240517,2
MF10-17-905-aus,20240524,2
MF10-17-906-aus,20240223,2
MF10-17-906-aus,20240301,2
MF10-17-906-aus,20240329,2
MF10-17-906-aus,20240405,2
MF10-17-906-aus,20240412,2
MF10-17-906-aus,20240419,2
MF10-17-906-aus,20240426,2
MF10-17-906-aus,20240503,2
MF10-17-906-aus,20240510,2
MF10-17-906-aus,20240517,2
MF10-17-906-aus,20240524,2
MF10-17-907-aus,20240223,2
MF10-17-907-aus,20240301,2
MF10-17-907-aus,20240329,2
MF10-17-907-aus,20240405,2
MF10-17-907-aus,20240412,2
MF10-17-907-aus,20240419,2
MF10-17-907-aus,20240426,2
MF10-17-907-aus,20240503,2
MF10-17-907-aus,20240510,2
MF10-17-907-aus,20240517,2
MF10-17-907-aus,20240524,2
MF10-17-908-aus,20240223,2
MF10-17-908-aus,20240301,2
MF10-17-908-aus,20240329,2
MF10-17-908-aus,20240405,2
MF10-17-908-aus,20240412,2
MF10-17-908-aus,20240419,2
MF10-17-908-aus,20240426,2
MF10-17-908-aus,20240503,2
MF10-17-908-aus,20240510,2
MF10-17-908-aus,20240517,2
MF10-17-908-aus,20240524,2
MF10-21-670-aus,20240404,2
MF10-21-670-aus,20240411,2
MF10-21-670-aus,20240418,2
MF10-21-670-aus,20240425,2
MF10-21-670-aus,20240502,2
MF10-21-670-aus,20240509,2
MF10-21-670-aus,20240516,2
MF10-21-670-aus,20240523,2
MF10-21-693-aus,20240404,2
MF10-21-693-aus,20240411,2
MF10-21-693-aus,20240418,2
MF10-21-693-aus,20240425,2
MF10-21-693-aus,20240502,2
MF10-21-693-aus,20240509,2
MF10-21-693-aus,20240516,2
MF10-21-693-aus,20240523,2
MF11-18-901-aus,20240304,2
MF11-18-901-aus,20240311,2
MF11-18-901-aus,20240318,2
MF11-18-901-aus,20240325,2
MF11-18-901-aus,20240401,2
MF11-18-901-aus,20240408,2
MF11-18-901-aus,20240415,2
MF11-18-901-aus,20240422,2
MF11-18-901-aus,20240429,2
MF11-18-901-aus,20240506,2
MF11-18-901-aus,20240513,2
MF11-18-901-aus,20240520,2
MF11-18-902-aus,20240304,2
MF11-18-902-aus,20240311,2
MF11-18-902-aus,20240318,2
MF11-18-902-aus,20240325,2
MF11-18-902-aus,20240401,2
MF11-18-902-aus,20240408,2
MF11-18-902-aus,20240415,2
MF11-18-902-aus,20240422,2
MF11-18-902-aus,20240429,2
MF11-18-902-aus,20240506,2
MF11-18-902-aus,20240513,2
MF11-18-902-aus,20240520,2
MF11-18-903-aus,20240304,2
MF11-18-903-aus,20240311,2
MF11-18-903-aus,20240318,2
MF11-18-903-aus,20240325,2
MF11-18-903-aus,20240401,2
MF11-18-903-aus,20240408,2
MF11-18-903-aus,20240415,2
MF11-18-903-aus,20240422,2
MF11-18-903-aus,20240429,2
MF11-18-903-aus,20240506,2
MF11-18-903-aus,20240513,2
MF11-18-903-aus,20240520,2
MF11-21-670-aus,20240223,2
MF11-21-670-aus,20240329,2
MF11-21-670-aus,20240405,2
MF11-21-670-aus,20240412,2
MF11-21-670-aus,20240419,2
MF11-21-670-aus,20240426,2
MF11-21-670-aus,20240503,2
MF11-21-670-aus,20240510,2
MF11-21-670-aus,20240517,2
MF11-21-670-aus,20240524,2
MF11-21-693-aus,20240223,2
MF11-21-693-aus,20240329,2
MF11-21-693-aus,20240405,2
MF11-21-693-aus,20240412,2
MF11-21-693-aus,20240419,2
MF11-21-693-aus,20240426,2
MF11-21-693-aus,20240503,2
MF11-21-693-aus,20240510,2
MF11-21-693-aus,20240517,2
MF11-21-693-aus,20240524,2
MF1-12-831-aus,20240403,2
MF1-12-831-aus,20240410,2
MF1-12-831-aus,20240417,2
MF1-12-831-aus,20240424,2
MF1-12-831-aus,20240501,2
MF1-12-831-aus,20240508,2
MF1-12-831-aus,20240515,2
MF1-12-831-aus,20240522,2
MF1-12-834-aus,20240403,2
MF1-12-834-aus,20240410,2
MF1-12-834-aus,20240417,2
MF1-12-834-aus,20240424,2
MF1-12-834-aus,20240501,2
MF1-12-834-aus,20240508,2
MF1-12-834-aus,20240515,2
MF1-12-834-aus,20240522,2
MF1-12-835-aus,20240403,2
MF1-12-835-aus,20240410,2
MF1-12-835-aus,20240417,2
MF1-12-835-aus,20240424,2
MF1-12-835-aus,20240501,2
MF1-12-835-aus,20240508,2
MF1-12-835-aus,20240515,2
MF1-12-835-aus,20240522,2
MF1-12-836-aus,20240403,2
MF1-12-836-aus,20240410,2
MF1-12-836-aus,20240417,2
MF1-12-836-aus,20240424,2
MF1-12-836-aus,20240501,2
MF1-12-836-aus,20240508,2
MF1-12-836-aus,20240515,2
MF1-12-836-aus,20240522,2
MF1-12-837-aus,20240403,2
MF1-12-837-aus,20240410,2
MF1-12-837-aus,20240417,2
MF1-12-837-aus,20240424,2
MF1-12-837-aus,20240501,2
MF1-12-837-aus,20240508,2
MF1-12-837-aus,20240515,2
MF1-12-837-aus,20240522,2
MF1-12-838-aus,20240403,2
MF1-12-838-aus,20240410,2
MF1-12-838-aus,20240417,2
MF1-12-838-aus,20240424,2
MF1-12-838-aus,20240501,2
MF1-12-838-aus,20240508,2
MF1-12-838-aus,20240515,2
MF1-12-838-aus,20240522,2
MF1-12-839-aus,20240403,2
MF1-12-839-aus,20240410,2
MF1-12-839-aus,20240417,2
MF1-12-839-aus,20240424,2
MF1-12-839-aus,20240501,2
MF1-12-839-aus,20240508,2
MF1-12-839-aus,20240515,2
MF1-12-839-aus,20240522,2
MF1-12-840-aus,20240403,2
MF1-12-840-aus,20240410,2
MF1-12-840-aus,20240417,2
MF1-12-840-aus,20240424,2
MF1-12-840-aus,20240501,2
MF1-12-840-aus,20240508,2
MF1-12-840-aus,20240515,2
MF1-12-840-aus,20240522,2
MF1-12-841-aus,20240403,2
MF1-12-841-aus,20240410,2
MF1-12-841-aus,20240417,2
MF1-12-841-aus,20240424,2
MF1-12-841-aus,20240501,2
MF1-12-841-aus,20240508,2
MF1-12-841-aus,20240515,2
MF1-12-841-aus,20240522,2
MF1-12-842-aus,20240403,2
MF1-12-842-aus,20240410,2
MF1-12-842-aus,20240417,2
MF1-12-842-aus,20240424,2
MF1-12-842-aus,20240501,2
MF1-12-842-aus,20240508,2
MF1-12-842-aus,20240515,2
MF1-12-842-aus,20240522,2
MF1-12-846-aus,20240403,2
MF1-12-846-aus,20240410,2
MF1-12-846-aus,20240417,2
MF1-12-846-aus,20240424,2
MF1-12-846-aus,20240501,2
MF1-12-846-aus,20240508,2
MF1-12-846-aus,20240515,2
MF1-12-846-aus,20240522,2
MF1-12-847-aus,20240403,2
MF1-12-847-aus,20240410,2
MF1-12-847-aus,20240417,2
MF1-12-847-aus,20240424,2
MF1-12-847-aus,20240501,2
MF1-12-847-aus,20240508,2
MF1-12-847-aus,20240515,2
MF1-12-847-aus,20240522,2
MF1-12-888-aus,20240403,2
