SAL_CODE_2021,SAL_NAME_2021
30336,Boronia Heights
30337,Bororen
30338,Boulder Creek
30339,Bouldercombe
30340,Boulia
30341,Bountiful Islands
30342,Bowen
30343,Bowen Hills
30344,Bowenville
30345,Boyland
30346,Boyne Island
30347,Boyne Valley
30348,Boynedale
30349,Boyneside
30350,Boynewood
30351,Bracalba
30352,Bracewell
30353,Bracken Ridge
30354,Braemeadows
30355,Braemore
30356,Bramston Beach
30357,Branch Creek
30358,Branchview
30359,Brandon
30360,Brandy Creek (Qld)
30361,Branyan
30362,Brassall
30363,Bray Park (Qld)
30364,Breadalbane (Qld)
30365,Breakaway
30366,Breddan
30367,Brendale
30368,Bribie Island North
30369,Bridgeman Downs
30370,Bridges
30371,Brigalow
30372,Brightly
30373,Brighton (Qld)
30374,Brightview
30375,Brigooda
30376,Bringalily
30377,Brinsmead
30378,Brisbane Airport
30379,Brisbane City
30380,Broadbeach
30381,Broadbeach Waters
30382,Broadmere
30383,Broadwater (Qld)
30384,Broken River
30385,Bromelton
30386,Brookfield (Qld)
30387,Brookhill
30388,Brooklands
30389,Brookstead
30390,Brookwater
30391,Brooloo
30392,Brooweena
30393,Broughton (Qld)
30394,Brovinia
30395,Browns Plains (Qld)
30396,Broxburn
30397,Brush Creek
30398,Bryden
30399,Brymaroo
30400,Buaraba
30401,Buaraba South
30402,Bucasia
30403,Bucca (Qld)
30404,Buccan
30405,Buckingham (Qld)
30406,Buckland (Qld)
30407,Buddina
30408,Buderim
30409,Budgee
30410,Bukali
30411,Bulgun
30412,Bulimba
30413,Bullcamp
30414,Bulleringa
30415,Bulli Creek
30416,Bulloo Downs
30417,Bullyard
30418,Bulwer
30419,Bunburra
30420,Bundaberg Central
30421,Bundaberg East
30422,Bundaberg North
30423,Bundaberg South
30424,Bundaberg West
30425,Bundall
30426,Bundamba
30427,Bundi
30428,Bundoora (Qld)
30429,Bungaban
30430,Bungadoo
30431,Bungalow
30432,Bungeworgorai
30433,Bungil (Qld)
30434,Bungundarra
30435,Bungunya
30436,Bunjurgen
30437,Bunya
30438,Bunya Creek
30439,Bunya Mountains
30440,Burbank
30441,Burdell
30442,Burgowan
30443,Burketown
30444,Burleigh
30445,Burleigh Heads
30446,Burleigh Waters
30447,Burncluith
30448,Burnett Creek
30449,Burnett Heads
30450,Burnside (Qld)
30451,Burpengary
30452,Burpengary East
30453,Burra Burri
30454,Burrar Islet
30455,Burrum Heads
30456,Burrum River
30457,Burrum Town
30458,Burton (Qld)
30459,Burua
30460,Bushland Beach
30461,Bushley
30462,Butchers Creek
30463,Buxton (Qld)
30464,Bybera
30465,Byee
30466,Byellee
30467,Byfield
30468,Bymount
30469,Byrnestown
30470,Cabarlah
30471,Caboolture
30472,Caboolture South
30473,Caboonbah
30474,Cadarga
30475,Caffey
30476,Cainbable
30477,Cairdbeign
30478,Cairns City
30479,Cairns North
30480,Calamvale
30481,Calavos
30482,Calcium
30483,Caldervale
30484,Calen
30485,Calgoa
30486,Calico Creek
30487,Calingunee
30488,Callandoon
30489,Callemondah
30490,Callide
30491,Calliope (Qld)
30492,Caloundra
30493,Caloundra West
30494,Calvert (Qld)
30495,Camboon (Qld)
30496,Cambooya
30497,Cambridge (Qld)
30498,Cambroon
30499,Cameby
30500,Cameron Corner
30501,Camira (Qld)
30502,Camooweal
30503,Camp Creek (Qld)
30504,Camp Hill
30505,Camp Mountain
30506,Campaspe
30507,Campbell Creek
30508,Campbells Pocket
30509,Campwin Beach
30510,Canaga
30511,Canal Creek
30512,Cania
30513,Canina
30514,Cannindah
30515,Canning Creek
30516,Canningvale
30517,Cannon Creek (Scenic Rim - Qld)
30518,Cannon Creek (Southern Downs - Qld)
30519,Cannon Hill
30520,Cannon Valley
30521,Cannonvale
30522,Canoona
30523,Canungra
30524,Capalaba
30525,Cape Cleveland
30526,Cape Conway
30527,Cape Gloucester
30528,Cape Hillsborough
30529,Cape Tribulation
30530,Capella
30531,Captain Creek
30532,Captains Mountain
30533,Caravonica
30534,Carbine Creek
30535,Carbrook
30536,Cardstone
30537,Cardwell
30538,Carina (Qld)
30539,Carina Heights
30540,Carindale
30541,Carmila
30542,Carmoo
30543,Carnarvon Park
30544,Carneys Creek
30545,Carole Park
30546,Caroline Crossing
30547,Carpendale
30548,Carpentaria
30549,Carrandotta
30550,Carrara
30551,Carrington (Qld)
30552,Carruchan
30553,Carseldine
30554,Carstairs
30555,Carters Ridge
30556,Cashmere
30557,Cassowary
30558,Castaways Beach
30559,Castle Creek (Qld)
30560,Castle Hill (Qld)
30561,Cattle Creek (North Burnett - Qld)
30562,Cattle Creek (Toowoomba - Qld)
30563,Causeway Lake
30564,Cawarral
30565,Cawdor (Qld)
30566,Cecil Plains
30567,Cedar Creek (Logan - Qld)
30568,Cedar Creek (Moreton Bay - Qld)
30569,Cedar Grove
30570,Cedar Pocket
30571,Cedar Vale
30572,Cedarton
30573,Cement Mills
30574,Centenary Heights
30575,Ceratodus
30576,Chahpingah
30577,Chambers Flat
30578,Chances Plain
30579,Chandler (Qld)
30580,Chapel Hill (Qld)
30581,Charlestown (Qld)
30582,Charleville
30583,Charlton (Qld)
30584,Charlwood
30585,Charters Towers City
30586,Chatsworth (Qld)
30587,Cheeseborough
30588,Chelmer
30589,Chelmsford
30590,Chelona
30591,Cheltenham (Qld)
30592,Cherbourg
30593,Chermside
30594,Chermside West
30595,Cherry Creek
30596,Cherry Gully
30597,Cherwell
30598,Chevallum
30599,Chewko
30600,Childers (Qld)
30601,Chillagoe
30602,Chinchilla
30603,Chinghee Creek
30604,Chirnside
30605,Christmas Creek
30606,Churchable
30607,Churchill (Qld)
30608,Chuwar
30609,Cinnabar
30610,Clagiraba
30611,Clairview
30612,Clara Creek
30613,Claraville
30614,Clare (Qld)
30615,Clarendon (Qld)
30616,Clarke Creek
30617,Clayfield
30618,Clear Island Waters
30619,Clear Mountain
30620,Clemant
30621,Clermont
30622,Cleveland (Qld)
30623,Clifford
30624,Clifton (Qld)
30625,Clifton Beach (Qld)
30626,Clinton (Qld)
30627,Clintonvale
30628,Cloncurry
30629,Clontarf (Moreton Bay - Qld)
30630,Clontarf (Toowoomba - Qld)
30631,Closeburn
30632,Cloyna
30633,Cluden
30634,Clumber
30635,Coal Creek
30636,Coalbank
30637,Coalfalls
30638,Coalstoun Lakes
30639,Cobbs Hill
30640,Cobraball
30641,Cockatoo (Qld)
30642,Coconuts
30643,Coen
30644,Coes Creek
30645,Coles Creek
30646,Colevale
30647,Coleyville
30648,Colinton (Qld)
30649,Collaroy (Qld)
30650,College View
30651,Collingwood Park (Qld)
30652,Collinsville (Qld)
30653,Colosseum
30654,Columbia
30655,Columboola
30656,Comet
30657,Commissioners Flat
30658,Como (Qld)
30659,Comoon Loop
30660,Cona Creek
30661,Condamine
30662,Condamine Farms
30663,Condamine Plains
30664,Condon
30665,Conjuboy
30666,Conondale
30667,Consuelo
30668,Conway
30669,Conway Beach
30670,Coochiemudlo Island
30671,Coochin
30672,Coochin Creek
30673,Cooee Bay
30674,Cooeeimbardi
30675,Cooktown
30676,Coolabine
30677,Coolabunia
30678,Cooladdi
30679,Coolana
30680,Coolangatta (Qld)
30681,Coolbie
30682,Coolmunda
30683,Cooloola
30684,Cooloola Cove
30685,Cooloolabin
30686,Coolum Beach
30687,Coombabah
30688,Coomera
30689,Coominglah
30690,Coominglah Forest
30691,Coominya
30692,Coomoo
30693,Coomrith
30694,Coonambula
30695,Coonarr
30696,Coondoo
30697,Coongoola
30698,Coopers Plains
30699,Coorada
30700,Cooran
30701,Cooranga
30702,Cooroibah
30703,Cooroo Lands
30704,Coorooman
30705,Cooroy
30706,Cooroy Mountain
30707,Coorparoo
30708,Coorumba
30709,Coorumbene
30710,Cootharaba
30711,Coowonga
30712,Cooya Beach
30713,Cooyar
30714,Coppabella (Qld)
30715,Coquette Point
30716,Coral Cove
30717,Coral Sea
30718,Coralie
30719,Corbould Park
30720,Cordalba
30721,Cordelia
30722,Corella
30723,Corfield
30724,Corinda
30725,Coringa
30726,Corndale (Qld)
30727,Cornubia
30728,Cornwall (Qld)
30729,Cosgrove (Qld)
30730,Cotherstone
30731,Cotswold Hills
30732,Cottonvale (Qld)
30733,Coulson
30734,Coverty
30735,Cow Bay
30736,Cowan Cowan
30737,Cowley
30738,Cowley Beach
30739,Cowley Creek
30740,Cracow
30741,Craiglie
30742,Craignish
30743,Cranbrook (Qld)
30744,Cranley
30745,Crawford
30746,Crediton
30747,Cremorne (Qld)
30748,Cressbrook
30749,Cressbrook Creek
30750,Crestmead
30751,Crinum
30752,Croftby
30753,Crohamhurst
30754,Cromarty
30755,Crossdale
30756,Crossroads
30757,Crowley Vale
30758,Crownthorpe
30759,Crows Nest (Qld)
30760,Croydon (Qld)
30761,Cryna
30762,Crystal Brook (Qld)
30763,Crystal Creek (Qld)
30764,Crystalbrook
30765,Cullinane
30766,Cungulla
30767,Cunnamulla
30768,Cunningham (Qld)
30769,Curra
30770,Currajah
30771,Currajong
30772,Curramore (Qld)
30773,Currimundi
30774,Currumbin
30775,Currumbin Valley
30776,Currumbin Waters
30777,Curtis Island
30778,Cushnie
30779,Cutella
30780,Cuttaburra
30781,Cynthia
30782,Cypress Gardens
30783,D'Aguilar
30784,Dagmar
30785,Dagun
30786,Daintree
30787,Daisy Hill (Qld)
30788,Dajarra
30789,Dakabin
30790,Dakenba
30791,Dalbeg
30792,Dalby
30793,Dalcouth
30794,Dalga
30795,Dallarnil
30796,Dalma
30797,Dalrymple Creek
30798,Dalrymple Heights
30799,Dalveen
30800,Dalwogon
30801,Dalysford
30802,Damascus
30803,Damper Creek
30804,Danbulla
30805,Danderoo
30806,Dangore
30807,Daradgee
30808,Dargal Road
30809,Darling Heights
30810,Darlington (Qld)
30811,Darr Creek
30812,Darra
30813,Darts Creek
30814,Dauan Island
30815,Daveson
30816,Dayboro
30817,Daymar
30818,Deagon
30819,Deception Bay
30820,Dedin
30821,Deebing Heights
30822,Deep Creek (Qld)
30823,Deepwater (Qld)
30824,Deeragun
30825,Deeral
30826,Degarra
30827,Degilbo
30828,Delan
30829,Delaneys Creek
30830,Depot Hill
30831,Derri Derra
30832,Derrymore
30833,Desailly
30834,Deuchar
30835,Devereux Creek
30836,Devon Park (Qld)
30837,Diamantina Lakes
30838,Diamond Valley
30839,Diamondvale
30840,Diamondy
30841,Dicky Beach
30842,Didcot
30843,Diddillibah
30844,Diglum
30845,Dimbulah
30846,Dingo
30847,Dingo Beach
30848,Dingo Pocket
30849,Dinmore
30850,Dirnbir
30851,Dirranbandi
30852,Dittmer
30853,Diwan
30854,Dixalea
30855,Dixie (Qld)
30856,Djarawong
30857,Djiru
30858,Djuan
30859,Doctor Creek
30860,Dolphin Heads
30861,Domville
30862,Donnybrook (Qld)
30863,Doolandella
30864,Doolbi
30865,Doomadgee
30866,Doonan
30867,Doongul
30868,Dotswood
30869,Doughboy
30870,Douglas (Toowoomba - Qld)
30871,Douglas (Townsville - Qld)
30872,Dowar Islet
30873,Downsfield
30874,Dows Creek
30875,Draper
30876,Drayton
30877,Drewvale
30878,Drillham
30879,Drillham South
30880,Drinan
30881,Dromedary (Qld)
30882,Duaringa
30883,Duchess
30884,Duckinwilla
30885,Ducklo
30886,Dugandan
30887,Duingal
30888,Dulacca
30889,Dulong
30890,Dululu
30891,Dumbleton
30892,Dumgree
30893,Dumpy Creek
30894,Dundarrah
30895,Dundas (Qld)
30896,Dundathu
30897,Dundowran
30898,Dundowran Beach
30899,Dunk
30900,Dunkeld (Qld)
30901,Dunmora
30902,Dunmore (Qld)
30903,Dunnrock
30904,Dunwich
30905,Durack (Qld)
30906,Durah
30907,Durham
30908,Durham Downs
30909,Durong
30910,Dutton Park
30911,Dutton River
30912,Dykehead
30913,Dysart (Qld)
30914,Eagle Farm
30915,Eagleby
30916,Eaglefield
30917,Earlville
30918,East Barron
30919,East Brisbane
30920,East Cooyar
30921,East Creek
30922,East Deep Creek
30923,East End
30924,East Feluga
30925,East Greenmount
30926,East Haldon
30927,East Innisfail
30928,East Ipswich
30929,East Mackay
30930,East Nanango
30931,East Palmerston
30932,East Russell
30933,East Toowoomba
30934,East Trinity
30935,Eastern Heights
30936,Eaton (Qld)
30937,Eatons Hill
30938,Ebbw Vale
30939,Ebenezer (Qld)
30940,Edens Landing
30941,Edge Hill
30942,Edmonton
30943,Edward River
30944,Eerwah Vale
30945,Egypt
30946,Eidsvold
30947,Eidsvold East
30948,Eidsvold West
30949,Eight Mile Creek (Qld)
30950,Eight Mile Plains
30951,Eimeo
30952,Einasleigh
30953,El Arish
30954,Elaman Creek
30955,Elanora
30956,Elbow Valley
30957,Electra
30958,Elgin (Qld)
30959,Elgin Vale
30960,Eli Waters
30961,Elimbah
30962,Ellangowan (Qld)
30963,Ellen Grove
30964,Ellerbeck
30965,Ellesmere
30966,Ellinjaa
30967,Ellinthorp
30968,Elliott (Qld)
30969,Elliott Heads
30970,Ellis Beach
30971,Elphinstone (Isaac - Qld)
30972,Elphinstone (Toowoomba - Qld)
30973,Emerald (Qld)
30974,Emu Creek (Qld)
30975,Emu Park
30976,Emu Vale
30977,England Creek
30978,Enoggera
30979,Enoggera Reservoir
30980,Epsom (Qld)
30981,Erakala
30982,Eromanga
30983,Erub Island
30984,Esk (Qld)
30985,Eskdale (Qld)
30986,Esmeralda
30987,Etna Creek
30988,Eton
30989,Etty Bay
30990,Eubenangee
30991,Eudlo
30992,Eukey
30993,Euleilah
30994,Eulo
30995,Eumamurrin
30996,Eumundi
30997,Eungella (Qld)
30998,Eungella Dam
30999,Eungella Hinterland
31000,Euramo
31001,Eureka (Qld)
31002,Eurella
31003,Eurimbula
31004,Eurombah
31005,Eurong
31006,Euthulla
31007,Evans Landing
31008,Evanslea
31009,Evelyn
31010,Evergreen
31011,Everton Hills
31012,Everton Park
31013,Fairdale
31014,Fairfield (Qld)
31015,Fairney View
31016,Fairy Bower
31017,Fairyland
31018,Fairymead
31019,Farleigh
31020,Farnborough
31021,Farnsfield
31022,Farrars Creek
31023,Fassifern (Qld)
31024,Fassifern Valley
31025,Federal (Qld)
31026,Felton
31027,Felton South
31028,Feluga
31029,Ferney
31030,Fernvale (Qld)
31031,Ferny Glen
31032,Ferny Grove
31033,Ferny Hills
31034,Ficks Crossing
31035,Fielding
31036,Fifteen Mile
31037,Fig Tree Pocket
31038,Finch Hatton
31039,Finlayvale
31040,Finnie
31041,Fisher (Qld)
31042,Fishermans Pocket
31043,Fishery Falls
31044,Fitzgerald Creek
31045,Fitzgibbon
31046,Fitzroy Island
31047,Flagstone
31048,Flagstone Creek
31049,Flametree
31050,Flaxton
31051,Fletcher (Qld)
31052,Fletcher Creek
31053,Fleurbaix
31054,Flinders View
31055,Flinton
31056,Florence Bay
31057,Flying Fish Point
31058,Flying Fox (Qld)
31059,Fordsdale
31060,Foreshores
31061,Forest Creek
31062,Forest Glen (Qld)
31063,Forest Hill (Qld)
31064,Forest Lake
31065,Forest Ridge
31066,Forest Springs
31067,Forestdale
31068,Foresthome
31069,Forestvale
31070,Fork Lagoons
31071,Formartin
31072,Forrest Beach (Qld)
31073,Forsayth
31074,Fortitude Valley
31075,Forty Mile
31076,Fossilbrook
31077,Foulden
31078,Four Ways
31079,Foxdale
31080,Frankfield
31081,Fraser Island
31082,Frazerview
31083,Fredericksfield
31084,Freestone
31085,Frenches Creek
31086,Frenchville
31087,Freshwater (Qld)
31088,Freshwater Point
31089,Friday Pocket
31090,Fulham (Qld)
31091,Gadgarra
31092,Gaeta
31093,Gailes
31094,Gainsford
31095,Gairloch
31096,Gamboola
31097,Gangalidda
31098,Garbutt
31099,Gargett
31100,Garnant
31101,Garners Beach
31102,Garradunga
31103,Garrawalt
31104,Gatton
31105,Gaven
31106,Gayndah
31107,Gaythorne
31108,Geebung
31109,Geham
31110,Gemini Mountains
31111,Georgetown (Qld)
31112,Georgina (Qld)
31113,Germantown (Qld)
31114,Gheerulla
31115,Ghinghinda
31116,Gidya
31117,Gigoomgan
31118,Gilbert River
31119,Gilberton (Etheridge - Qld)
31120,Gilberton (Gold Coast - Qld)
31121,Gilla
31122,Gilldora
31123,Gilston
31124,Gin Gin (Qld)
31125,Gindie
31126,Gindoran
31127,Ginoondan
31128,Girraween (Qld)
31129,Giru
31130,Givelda
31131,Gladfield (Qld)
31132,Gladstone Central
31133,Gladstone Harbour
31134,Glamorgan Vale
31135,Glan Devon
31136,Glanmire (Qld)
31137,Glass House Mountains
31138,Glastonbury
31139,Glebe (Qld)
31140,Glen Allyn
31141,Glen Aplin
31142,Glen Boughton
31143,Glen Cairn
31144,Glen Echo
31145,Glen Eden
31146,Glen Esk
31147,Glen Isla
31148,Glen Niven
31149,Glen Russell
31150,Glen Ruth
31151,Glenarbon
31152,Glenaubyn
31153,Glenaven
31154,Glenbar
31155,Glencoe (Qld)
31156,Glendale (Qld)
31157,Glenden
31158,Gleneagle
31159,Glenella
31160,Glenfern (Qld)
31161,Glengallan
31162,Glenhaughton
31163,Glenlee (Qld)
31164,Glenleigh
31165,Glenlogan
31166,Glenlyon (Qld)
31167,Glenmoral
31168,Glenmorgan
31169,Glenorchy (Qld)
31170,Glenore Grove
31171,Glenrae
31172,Glenrock (Qld)
31173,Glenroy (Qld)
31174,Glenvale
31175,Glenview
31176,Glenwood (Qld)
31177,Godwin Beach
31178,Gogango
31179,Golden Beach (Qld)
31180,Golden Fleece
31181,Goldfields
31182,Goldsborough (Qld)
31183,Gooburrum
31184,Good Night
31185,Goodar
31186,Goodger
31187,Goodna
31188,Goodwood (Qld)
31189,Googa Creek
31190,Goolboo
31191,Goolman
31192,Goomally
31193,Goombi
31194,Goomboorian
31195,Goombungee
31196,Goomburra
31197,Goomeri
31198,Goomeribong
31199,Goondi
31200,Goondi Bend
31201,Goondi Hill
31202,Goondiwindi
31203,Goorganga Creek
31204,Goorganga Plains
31205,Gooroolba
31206,Gootchie
31207,Goovigen
31208,Goowarra
31209,Goranba
31210,Gordon Park
31211,Gordonbrook
31212,Gordonstone
31213,Gordonvale
31214,Gore
31215,Gowrie Junction
31216,Gowrie Little Plain
31217,Gowrie Mountain
31218,Gowrie Station
31219,Gracemere
31220,Graceville
31221,Grahams Creek
31222,Granadilla
31223,Grand Secret
31224,Grandchester
31225,Grange (Qld)
31226,Granite Vale
31227,Grantham
31228,Granville (Qld)
31229,Grapetree
31230,Grassdale (Qld)
31231,Grasstree Beach
31232,Grays Gate
31233,Great Sandy Strait
31234,Green Hill
31235,Green Island
31236,Greenbank
31237,Greenlake
31238,Greenlands (Qld)
31239,Greenmount (Mackay - Qld)
31240,Greenmount (Toowoomba - Qld)
31241,Greens Creek (Qld)
31242,Greenslopes
31243,Greenswamp
31244,Greenup
31245,Greenvale (Qld)
31246,Greenview
31247,Greenwood (Qld)
31248,Gregors Creek
31249,Gregory (Qld)
31250,Gregory River (Bundaberg - Qld)
31251,Gregory River (Whitsunday - Qld)
31252,Greycliffe
31253,Greymare
31254,Griffin
31255,Groganville
31256,Groomsville
31257,Groper Creek
31258,Grosmont
31259,Grosvenor
31260,Guanaba
31261,Guijar Islet
31262,Gulf Of Carpentaria
31263,Gulliver
31264,Gulngai
31265,Guluguba
31266,Gumdale
31267,Gumlow
31268,Gumlu
31269,Gunalda
31270,Gundiah
31271,Gungaloon
31272,Gunnawarra
31273,Gunnewin
31274,Gunpowder
31275,Gunyarra
31276,Gurgeena
31277,Gurulmundi
31278,Guthalungra
31279,Gwambegwine
31280,Gympie
31281,Habana
31282,Haden
31283,Haigslea
31284,Hail Creek
31285,Haliday Bay
31286,Halifax
31287,Halliford
31288,Haly Creek
31289,Hamilton (Qld)
31290,Hamilton Creek
31291,Hamilton Plains
31292,Hampden (Qld)
31293,Hampton (Qld)
31294,Hannaford
31295,Happy Valley (Qld)
31296,Harlaxton
31297,Harlin
31298,Harrami
31299,Harriet
31300,Harristown
31301,Harrisville
31302,Hatton Vale
31303,Hawkins Creek
31304,Hawkwood
31305,Hawthorne
31306,Hay Point
31307,Hazeldean
31308,Hazledean
31309,Headington Hill
31310,Healy
31311,Heathwood
31312,Heatley
31313,Hebel
31314,Helens Hill
31315,Helensvale
31316,Helidon
31317,Helidon Spa
31318,Hemmant
31319,Hendon (Qld)
31320,Hendra
31321,Herberton
31322,Heritage Park
31323,Hermit Park
31324,Herston
31325,Hervey Range
31326,Hibernia
31327,Hidden Valley (Qld)
31328,Hideaway Bay
31329,Highbury (Qld)
31330,Highfields (Qld)
31331,Highgate Hill
31332,Highgrove
31333,Highland Park
31334,Highland Plains (Maranoa - Qld)
31335,Highland Plains (Toowoomba - Qld)
31336,Highvale
31337,Highworth
31338,Hillcrest (Qld)
31339,Hillview
31340,Hinchinbrook (Qld)
31341,Hirstglen
31342,Hivesville
31343,Hodgleigh
31344,Hodgson
31345,Hodgson Vale
31346,Holland Park
31347,Holland Park West
31348,Holloways Beach
31349,Hollywell
31350,Holmview
31351,Holroyd River
31352,Home Hill
31353,Homebush (Qld)
31354,Homestead
31355,Hookswood
31356,Hope Island
31357,Hope Vale
31358,Hopeland (Qld)
31359,Horn
31360,Horse Camp
31361,Horse Creek
31362,Horseshoe Bay
31363,Horseshoe Lagoon
31364,Horton
31365,Howard
31366,Howitt
31367,Hoya
31368,Hudson
31369,Hughenden
31370,Hull Heads
31371,Humboldt
31372,Humeburn
31373,Humphery
31374,Hunchy
31375,Hungerford (Qld)
31376,Hurricane
31377,Hutton Creek
31378,Hyde Park (Qld)
31379,Iama Island
31380,Idalia
31381,Ideraway
31382,Ilbilbie
31383,Ilfracombe
31384,Ilkley
31385,Illinbah
31386,Image Flat
31387,Imbil
31388,Inala
31389,Indooroopilly
31390,Ingham
31391,Inglestone
31392,Inglewood (Qld)
31393,Ingoldsby
31394,Injinoo
31395,Injune
31396,Inkerman (Qld)
31397,Innes Park
31398,Innisfail
31399,Innisfail Estate
31400,Innisplain
31401,Innot Hot Springs
31402,Inskip
31403,Inverlaw
31404,Inverness
31405,Ipswich
31406,Iredale
31407,Iron Range
31408,Ironbark (Qld)
31409,Irongate
31410,Ironpot (Livingstone - Qld)
31411,Ironpot (South Burnett - Qld)
31412,Irvinebank
31413,Irvingdale
31414,Isis Central
31415,Isis River
31416,Isisford
31417,Isla
31418,Island Plantation
31419,Iveragh
31420,Ivory Creek
31421,Jackson
31422,Jackson North
31423,Jackson South
31424,Jacobs Well
31425,Jaffa
31426,Jaggan
31427,Jambin
31428,Jamboree Heights
31429,Jandowae
31430,Japoonvale
31431,Jardine
31432,Jardine River
31433,Jarra Creek
31434,Jarvisfield
31435,Jeebropilly
31436,Jellinbah
31437,Jensen
31438,Jericho (Qld)
31439,Jerona
31440,Jimboomba
31441,Jimbour East
31442,Jimbour West
31443,Jimna
31444,Jindalee (Qld)
31445,Jinghi
31446,Jobs Gate
31447,Johnsons Hill
31448,Johnstown
31449,Jollys Lookout
31450,Jondaryan
31451,Jones Gully
31452,Jones Hill
31453,Josephville
31454,Joskeleigh
31455,Joyner
31456,Jubilee Heights
31457,Jubilee Pocket
31458,Julago
31459,Julatten
31460,Julia Creek
31461,Junabee
31462,Junction View
31463,Jundah
31464,Kaban
31465,Kabra
31466,Kagaru
31467,Kaimkillenbun
31468,Kairabah
31469,Kairi
31470,Kalapa
31471,Kalbar
31472,Kalinga
31473,Kalkadoon
31474,Kalkie
31475,Kallangur
31476,Kalpowar
31477,Kalunga
31478,Kamerunga
31479,Kandanga
31480,Kandanga Creek
31481,Kangaroo Point (Qld)
31482,Kanigan
31483,Kanimbla (Qld)
31484,Kapaldo
31485,Karalee
31486,Karana Downs
31487,Karara
31488,Karawatha
31489,Karrabin
31490,Karragarra Island
31491,Karron
31492,Karumba
31493,Kawana
31494,Kawl Kawl
31495,Kawungan
31496,Kearneys Spring
31497,Kedron
31498,Kelsey Creek
31499,Kelso (Qld)
31500,Kelvin Grove
31501,Kelvinhaugh
31502,Kemmis
31503,Kenilworth
31504,Kenmore
31505,Kenmore Hills
31506,Kennedy
31507,Kensington (Qld)
31508,Kensington Grove
31509,Kents Lagoon
31510,Kents Pocket
31511,Kentville
31512,Keperra
31513,Kepnock
31514,Keppel Sands
31515,Keriri Island
31516,Kerry
31517,Kewarra Beach
31518,Keysland
31519,Kholo
31520,Khosh Bulduk
31521,Kia Ora (Qld)
31522,Kiamba
31523,Kianga (Qld)
31524,Kidaman Creek
31525,Kiels Mountain
31526,Kilbirnie
31527,Kilcoy
31528,Kilcummin
31529,Kilkivan
31530,Killaloe
31531,Killarney (Qld)
31532,Kilmorey Falls
31533,Kimberley (Qld)
31534,Kin Kin
31535,Kin Kora
31536,Kinbombi
31537,Kinchant Dam
31538,Kincora
31539,Kindon
31540,King Scrub
31541,Kingaham
31542,Kingaroy
31543,Kings Beach
31544,Kings Creek
31545,Kings Siding
31546,Kingsholme
31547,Kingsthorpe
31548,Kingston (Qld)
31549,Kinka Beach
31550,Kinkuna
31551,Kinleymore
31552,Kinnoul
31553,Kioma
31554,Kippa-Ring
31555,Kirknie
31556,Kirkwood
31557,Kirrama
31558,Kirwan
31559,Kitoba
31560,Kleinton
31561,Knapp Creek
31562,Koah
31563,Kobble Creek
31564,Kogan
31565,Kokotungo
31566,Kolonga
31567,Koombooloomba
31568,Koongal
31569,Kooralbyn
31570,Kooralgin
31571,Kooringal (Qld)
31572,Kooroomool
31573,Kooroongarra
31574,Koumala
31575,Kowanyama
31576,Kowguran
31577,Kragra
31578,Kulangoor
31579,Kulgun
31580,Kullogum
31581,Kulpi
31582,Kuluin
31583,Kumbarilla
31584,Kumbia
31585,Kunda Park
31586,Kunioon
31587,Kunwarara
31588,Kuraby
31589,Kuranda
31590,Kureelpa
31591,Kureen
31592,Kuridala
31593,Kurrimine Beach
31594,Kurrowah
31595,Kurumbul
31596,Kurwongbah
31597,Kuttabul
31598,Kybong
31599,Kynuna
31600,Kyoomba
31601,Labrador
31602,Laceys Creek
31603,Laglan
31604,Lagoon Pocket
31605,Laguna Quays
31606,Laidley
31607,Laidley Creek West
31608,Laidley Heights
31609,Laidley North
31610,Laidley South
31611,Lake Barrine
31612,Lake Borumba
31613,Lake Clarendon
31614,Lake Eacham
31615,Lake Macdonald
31616,Lake Manchester
31617,Lake Mary
31618,Lake Monduran
31619,Lake Proserpine
31620,Lake Tinaroo
31621,Lake Wivenhoe
31622,Lakefield
31623,Lakeland
31624,Lakes Creek
31625,Lakeside
31626,Lamb Island
31627,Lamb Range
31628,Lamington (Qld)
31629,Lammermoor
31630,Landers Shoot
31631,Landsborough (Qld)
31632,Lanefield
31633,Langlands
31634,Langlo
31635,Langshaw
31636,Lannercost
31637,Lansdowne (Qld)
31638,Lanskey
31639,Larapinta (Qld)
31640,Laravale
31641,Lark Hill
31642,Laura (Qld)
31643,Lavelle
31644,Lawes
31645,Lawgi Dawes
31646,Lawn Hill
31647,Lawnton
31648,Leafdale
31649,Lefthand Branch
31650,Leichhardt (Qld)
31651,Lemontree
31652,Leslie
31653,Leslie Dam
31654,Lethebrook
31655,Leyburn
31656,Leydens Hill
31657,Lilydale (Qld)
31658,Lilyvale (Central Highlands - Qld)
31659,Lilyvale (Toowoomba - Qld)
31660,Limestone (Qld)
31661,Limestone Creek
31662,Limestone Ridges
31663,Limevale
31664,Linden (Qld)
31665,Linthorpe
31666,Linville
31667,Little Mountain
31668,Little Mulgrave
31669,Lizard
31670,Llanarth (Qld)
31671,Loch Lomond
31672,Lochington
31673,Lockhart River
31674,Lockrose
31675,Lockyer (Qld)
31676,Lockyer Waters
31677,Logan Central
31678,Logan Reserve
31679,Logan Village
31680,Loganholme
31681,Loganlea
31682,Lonesome Creek
31683,Long Flat (Qld)
31684,Long Pocket
31685,Longreach (Qld)
31686,Lota
31687,Lotus Creek
31688,Low Isles
31689,Lower Beechmont
