DZN_CODE_2021,AREA_ALBERS_SQKM,SA2_CODE_2021
211971750,0.3034,209011197
211971751,1.4656,209011197
211971753,2.7085,209011197
211971754,0.8869,209011197
211971755,1.3879,209011197
211980001,0.2451,209011198
211980002,0.4843,209011198
211981714,0.3085,209011198
211981715,0.1718,209011198
211981717,0.9556,209011198
211981718,0.7949,209011198
211981727,0.9137,209011198
211981728,0.6298,209011198
211981729,0.8897,209011198
211981730,0.9783,209011198
211990001,0.6016,209011199
211990002,0.9586,209011199
211990003,0.6365,209011199
211990004,0.5946,209011199
211991712,0.514,209011199
211991713,0.417,209011199
211991720,0.745,209011199
211991722,0.4265,209011199
211991723,0.3555,209011199
211991724,0.9284,209011199
211991725,0.5135,209011199
212001700,0.6461,209011200
212001701,0.2797,209011200
212001702,0.2741,209011200
212001703,0.8756,209011200
212001704,0.5373,209011200
212001705,0.5022,209011200
212001706,0.4123,209011200
212001708,1.1886,209011200
212001710,0.3339,209011200
212010001,0.8543,209011201
212011698,0.5203,209011201
212011699,1.8347,209011201
212011711,1.0676,209011201
212021734,0.396,209011202
212021735,5.4539,209011202
212021736,0.8716,209011202
212021739,1.2953,209011202
212021741,1.7096,209011202
212021742,1.6967,209011202
212021752,0.6047,209011202
212030001,0.5822,209011203
212030002,0.3958,209011203
212031719,4.5819,209011203
212031731,3.239,209011203
212031733,1.439,209011203
212041738,0.2825,209011204
212041743,1.4503,209011204
212041744,0.8316,209011204
212041746,0.248,209011204
212041757,0.9733,209011204
212051788,2.4849,209021205
212051789,2.8797,209021205
212051790,2.3383,209021205
212051813,1.3065,209021205
212091907,1.1659,209031209
212091908,1.2725,209031209
212091909,0.536,209031209
212091910,0.8069,209031209
212091911,1.0853,209031209
212091912,1.4333,209031209
212091913,2.0946,209031209
212091914,2.7431,209031209
212091915,1.9906,209031209
212091917,3.7548,209031209
212091919,0.9095,209031209
212091924,1.6957,209031209
212101933,8.4933,209031210
212101934,0.5952,209031210
212101935,5.7536,209031210
212113599,23.8103,209031211
212113600,210.1374,209031211
212113601,85.5563,209031211
212121936,13.3,209031212
212121937,56.695,209031212
212121938,57.2626,209031212
212121939,68.9049,209031212
212121940,96.0353,209031212
212131922,2.2671,209031213
212131923,0.6314,209031213
212131929,11.0476,209031213
212131931,15.1709,209031213
212141906,2.8228,209031214
212141916,4.1108,209031214
212141918,9.9193,209031214
212141920,15.4991,209031214
212141921,17.4426,209031214
212151925,1.958,209031215
212151926,1.5567,209031215
212151927,1.3159,209031215
212151928,13.1043,209031215
212151930,5.1514,209031215
212151932,3.7382,209031215
212161960,1.6942,209041216
212161969,3.0208,209041216
212171958,0.6174,209041217
212171959,1.9427,209041217
212201961,2.1777,209041220
212201964,1.5063,209041220
212201965,1.2994,209041220
212201966,0.6734,209041220
212201967,2.4794,209041220
212211962,1.9628,209041221
212211968,1.1991,209041221
212211969,1.7679,209041221
212231979,4.7075,209041223
212231980,0.9179,209041223
212231981,0.8168,209041223
212231982,0.5745,209041223
212231983,1.2169,209041223
212231984,1.1419,209041223
212231985,0.5383,209041223
212231986,0.5779,209041223
212231987,1.7159,209041223
212231988,0.9429,209041223
212231990,1.5347,209041223
212243588,134.1082,209041224
212243589,4.2563,209041224
212243590,7.9093,209041224
212243593,361.4719,209041224
212251953,125.2007,209041225
212251954,55.0434,209041225
212251955,13.5462,209041225
212251956,3.4922,209041225
212251957,100.6973,209041225
212261528,1.5812,210011226
212261529,1.3056,210011226
212261530,0.8326,210011226
212271518,3.3549,210011227
212281309,2.5071,210011228
212281310,0.8133,210011228
212281314,2.1561,210011228
212281315,2.2912,210011228
212281316,0.6999,210011228
212281317,4.0292,210011228
212281318,0.9622,210011228
212281326,3.0904,210011228
212281864,0.9626,210011228
212301523,1.0259,210011230
212301531,0.1,210011230
212301532,1.6768,210011230
212311515,0.3763,210011231
212311516,0.8818,210011231
212311517,0.9703,210011231
212311519,1.916,210011231
212320001,3.7354,210021232
212320002,32.9406,210021232
212320003,162.3641,210021232
212320004,0.5,210021232
212323536,11.5169,210021232
212333535,33.8123,210021233
212333539,22.6859,210021233
212333540,6.5717,210021233
212333541,9.9203,210021233
212343528,57.2041,210021234
212343529,26.1462,210021234
212353530,334.1938,210021235
212353531,6.4066,210021235
212353532,2.9386,210021235
212353533,281.1707,210021235
212361675,0.9776,210031236
212361676,0.8011,210031236
212361677,0.107,210031236
212361678,0.5148,210031236
212361679,0.3875,210031236
212361680,1.2641,210031236
212361681,0.8258,210031236
212371694,1.1425,210031237
212371695,0.9714,210031237
212371696,1.4069,210031237
212371697,1.564,210031237
212400001,60.7107,210041240
212400002,20.7615,210041240
212400003,4.4054,210041240
212400004,1.4011,210041240
212400005,2.5094,210041240
212400006,12.342,210041240
212400007,21.2712,210041240
212401901,2.2203,210041240
212401904,1.3684,210041240
212401905,2.5587,210041240
212420001,0.4105,210051242
212420002,0.4651,210051242
212420003,0.57,210051242
212420004,0.4771,210051242
212420005,0.4487,210051242
212420006,0.7356,210051242
212421837,1.0995,210051242
212421840,0.7507,210051242
212421841,1.5811,210051242
212421842,0.9655,210051242
212421845,1.323,210051242
212431838,0.822,210051243
212431839,1.0936,210051243
212431843,0.7433,210051243
212431851,0.3794,210051243
212431852,0.4693,210051243
212431853,1.9122,210051243
212431854,1.0068,210051243
212431855,3.0547,210051243
212431856,1.713,210051243
212431857,1.7358,210051243
212431858,2.1211,210051243
212431859,1.0155,210051243
212431860,1.1589,210051243
212431861,0.9611,210051243
212451836,3.864,210051245
212451847,1.814,210051245
212451848,1.096,210051245
212451850,2.1033,210051245
212451874,5.0587,210051245
212460001,35.8009,210051246
212460002,6.2524,210051246
212460003,1.9035,210051246
212460004,0.2303,210051246
212461875,13.8797,210051246
212461876,3.5248,210051246
212461877,3.1482,210051246
212461891,31.1662,210051246
212471862,2.5087,210051247
212471863,2.1165,210051247
212481865,30.3848,210051248
212501832,1.3989,210051250
212501833,1.2486,210051250
212501834,0.3357,210051250
212501835,0.8763,210051250
212512370,1.7549,211011251
212512371,1.1077,211011251
212512372,0.9964,211011251
212512373,0.6609,211011251
212512374,0.5826,211011251
212512375,0.478,211011251
212512376,0.431,211011251
212512377,0.5194,211011251
212512378,0.5129,211011251
212512379,0.3743,211011251
212512410,0.6256,211011251
212540001,0.5759,211011254
212540002,0.8676,211011254
212540003,4.4033,211011254
212540004,0.7229,211011254
212542391,1.627,211011254
212542393,2.1551,211011254
212542394,0.5248,211011254
212542396,2.3468,211011254
212542413,0.7542,211011254
212542414,1.2875,211011254
212552415,14.5654,211011255
212552416,1.3387,211011255
212552417,2.5899,211011255
212562418,0.3005,211011256
212562420,1.6048,211011256
212562423,1.018,211011256
212562424,1.187,211011256
212562425,0.5621,211011256
212562428,0.763,211011256
212562429,1.8323,211011256
212562430,0.9326,211011256
212572427,1.3194,211011257
212572431,2.8494,211011257
212580001,3.7452,211011258
212582426,5.608,211011258
212592406,3.5389,211011259
212592407,1.1731,211011259
212592408,1.9735,211011259
212592409,0.8127,211011259
212592411,0.8082,211011259
212602395,5.5499,211011260
212602397,2.0849,211011260
212602398,1.3013,211011260
212602399,0.8192,211011260
212602400,0.6703,211011260
212602401,0.7407,211011260
212602403,0.4561,211011260
212602404,0.8965,211011260
212602405,0.837,211011260
212612100,2.231,211021261
212612101,4.6948,211021261
212612102,2.6216,211021261
212612103,3.1277,211021261
212612113,0.5263,211021261
212612114,0.4343,211021261
212612115,0.2935,211021261
212612116,0.6172,211021261
212612117,3.8412,211021261
212612118,1.3584,211021261
212612141,1.0568,211021261
212622104,3.7119,211021262
212622105,4.1214,211021262
212622106,0.7775,211021262
212622107,2.6588,211021262
212622108,1.2442,211021262
212622109,5.918,211021262
212622110,1.5208,211021262
212622111,13.266,211021262
212622112,12.5405,211021262
212632432,3.3531,211031263
212632433,0.9665,211031263
212632434,1.762,211031263
212632435,1.6827,211031263
212632437,1.0695,211031263
212632440,1.0752,211031263
212652461,1.8082,211031265
212652462,2.1992,211031265
212652463,1.4901,211031265
212652464,1.2008,211031265
212652465,1.7149,211031265
212652466,1.0788,211031265
212660001,0.1246,211031266
212660002,0.1826,211031266
212660003,0.1571,211031266
212660004,0.1373,211031266
212660005,0.1194,211031266
212660006,0.1622,211031266
212660007,0.2126,211031266
212660008,0.0694,211031266
212660009,0.0426,211031266
212660010,0.0598,211031266
212660011,0.0554,211031266
212662476,0.2269,211031266
212662481,0.6437,211031266
212662482,0.2582,211031266
212662484,0.2424,211031266
212662485,0.2145,211031266
212662486,0.7545,211031266
212662487,0.6477,211031266
212662489,0.927,211031266
212662490,0.3636,211031266
212662492,1.4839,211031266
212662493,0.5992,211031266
212662494,1.6581,211031266
212662495,0.5678,211031266
212672439,0.9758,211031267
212672467,0.3346,211031267
212672468,0.7752,211031267
212672469,0.3682,211031267
212672470,1.8845,211031267
212672471,0.2508,211031267
212672472,0.5724,211031267
212672474,1.1632,211031267
212672475,0.5626,211031267
212672477,1.6175,211031267
212672478,0.8881,211031267
212682495,1.1235,211031268
212682496,2.0864,211031268
212682497,1.5208,211031268
212692297,0.496,211041269
212692299,1.1752,211041269
212692319,0.6802,211041269
212692321,0.4649,211041269
212692322,0.1297,211041269
212692323,0.7368,211041269
212692324,0.3874,211041269
212702301,0.2731,211041270
212702304,0.7508,211041270
212702305,0.1687,211041270
212702306,0.1001,211041270
212702307,0.7264,211041270
212702308,1.1399,211041270
212702309,0.3653,211041270
212702310,0.8099,211041270
212702311,1.2687,211041270
212702312,1.0242,211041270
212710001,0.8686,211041271
212712314,1.3014,211041271
212712315,0.5972,211041271
212712316,0.1673,211041271
212712317,0.6198,211041271
212712325,0.6202,211041271
212712328,0.3425,211041271
212712329,0.5615,211041271
212722298,0.6457,211041272
212722300,0.5634,211041272
212722302,1.2741,211041272
212722303,1.4763,211041272
212722313,0.6503,211041272
212732293,1.2275,211041273
212732294,1.9966,211041273
212732295,0.8323,211041273
212732296,2.1276,211041273
212742508,25.2249,211051274
212742509,22.7907,211051274
212742510,7.6364,211051274
212752520,13.598,211051275
212752536,0.7947,211051275
212752550,4.1805,211051275
212752551,0.8375,211051275
212752552,2.7917,211051275
212762553,2.7291,211051276
212762554,2.6156,211051276
212762555,17.7818,211051276
212762556,25.219,211051276
212762557,138.5878,211051276
212762558,36.8628,211051276
212762559,145.7275,211051276
212772521,1.6596,211051277
212772522,2.4922,211051277
212772524,1.225,211051277
212772527,2.8658,211051277
212782531,1.427,211051278
212782538,0.4488,211051278
212782539,4.2403,211051278
212782540,2.1564,211051278
212782543,1.8891,211051278
212782544,3.7274,211051278
212782545,0.4977,211051278
212782546,0.8,211051278
212782547,1.1262,211051278
212782548,2.1497,211051278
212782549,10.6693,211051278
212782566,25.9437,211051278
212782568,1.0492,211051278
212782569,14.1384,211051278
212782570,39.1185,211051278
212792560,28.8896,211051279
212792561,1.1834,211051279
212792562,3.688,211051279
212792563,14.3658,211051279
212792572,2.7491,211051279
212792573,17.6794,211051279
212802525,0.4117,211051280
212802526,4.1335,211051280
212802528,3.3297,211051280
212802542,2.6682,211051280
212812523,1.6713,211051281
212812534,4.614,211051281
212812535,0.6719,211051281
212812537,2.9885,211051281
212812541,2.5977,211051281
212822513,7.7396,211051282
212822514,14.1844,211051282
212822515,9.7399,211051282
212822516,9.6421,211051282
212822517,21.4403,211051282
212822518,12.3643,211051282
212822519,6.7887,211051282
212832529,1.9054,211051283
212832530,7.9471,211051283
212832532,7.1369,211051283
212842511,4.6478,211051284
212842512,4.2429,211051284
212852533,1.3752,211051285
212852564,26.3192,211051285
212852565,31.8455,211051285
212852567,30.6442,211051285
212852571,6.9784,211051285
212852574,14.593,211051285
212860001,74.3754,211051286
212860002,21.3321,211051286
212862498,262.9372,211051286
212862500,2.2855,211051286
212862503,2.4562,211051286
212862504,8.2034,211051286
212862505,4.1289,211051286
212862506,4.2568,211051286
212862507,6.4463,211051286
212863731,343.3364,211051286
212892931,12.9603,212011289
212892932,4.9246,212011289
212892933,33.5865,212011289
212892935,7.6985,212011289
212892936,13.4171,212011289
212892937,34.178,212011289
212892938,4.8798,212011289
212892939,2.4648,212011289
212892940,2.6855,212011289
212892941,4.4225,212011289
212892942,220.9464,212011289
212892943,29.4601,212011289
212932981,5.2729,212021293
212932983,0.9644,212021293
212932984,0.7475,212021293
212932985,0.9627,212021293
212932987,2.1091,212021293
212932988,2.3959,212021293
212932989,1.3489,212021293
212932999,0.8049,212021293
212933002,5.1417,212021293
212950001,1.1148,212021295
212950002,0.1419,212021295
212950003,0.2559,212021295
212953043,1.0266,212021295
212953044,1.0032,212021295
212953045,1.6511,212021295
212970001,1.0798,212021297
212970002,0.7441,212021297
212970003,1.5068,212021297
212970004,0.401,212021297
212973033,0.6111,212021297
212973035,0.3671,212021297
212973036,0.6867,212021297
212973037,1.1544,212021297
212973038,1.5055,212021297
212990001,3.6108,212021299
212993003,9.3121,212021299
212993004,2.49,212021299
212993005,7.8947,212021299
212993006,5.7199,212021299
212993030,2.7405,212021299
212993031,1.7051,212021299
212993039,0.9355,212021299
213003012,2.7746,212031300
213003013,1.6949,212031300
213003014,0.9535,212031300
213003015,1.8923,212031300
213003016,0.355,212031300
213003017,2.891,212031300
213003018,0.4074,212031300
213003019,0.8639,212031300
213003020,1.1944,212031300
213033007,10.6975,212031303
213033054,5.3639,212031303
213033056,7.224,212031303
213033057,7.8955,212031303
213033058,10.6152,212031303
213033059,39.8659,212031303
213040001,5.8487,212031304
213040002,3.9003,212031304
213040003,0.3807,212031304
213043011,2.7683,212031304
213060001,0.4171,212031306
213063026,0.6545,212031306
213063027,6.2867,212031306
213080001,26.6867,212031308
213083050,21.0605,212031308
213083051,1.3039,212031308
213083052,30.0798,212031308
213083055,19.3803,212031308
213090001,0.7965,212041309
213092702,1.0739,212041309
213092703,0.8036,212041309
213092764,2.3293,212041309
213092765,1.3194,212041309
213100001,0.7266,212041310
213100002,1.7049,212041310
213100003,0.6115,212041310
213100004,0.6964,212041310
213100005,2.0689,212041310
213100006,0.3814,212041310
213102769,1.1857,212041310
213102770,0.5626,212041310
213122861,1.4373,212041312
213122862,0.9192,212041312
213122863,0.5674,212041312
213122864,1.2651,212041312
213122865,1.534,212041312
213122866,0.8622,212041312
213122867,1.1184,212041312
213122868,1.7554,212041312
213132745,0.6525,212041313
213132747,3.4298,212041313
213132748,1.5907,212041313
213132749,1.5707,212041313
213162859,1.0908,212041316
213162860,0.9619,212041316
213162893,1.1514,212041316
213162925,0.5533,212041316
213172911,0.6966,212041317
213172912,0.8666,212041317
213172913,0.4514,212041317
213172914,0.3435,212041317
213172915,0.7671,212041317
213172916,0.6155,212041317
213172917,0.8782,212041317
213172918,0.3892,212041317
213172920,0.7882,212041317
213172921,1.2035,212041317
213172922,0.5673,212041317
213172923,1.4761,212041317
213172924,0.3871,212041317
213172926,1.6749,212041317
213182887,0.3643,212041318
213182905,0.9355,212041318
213182906,1.363,212041318
213182908,0.9193,212041318
213182910,0.9779,212041318
213192188,1.134,212051319
213192189,0.5472,212051319
213192214,0.5025,212051319
213192215,0.8971,212051319
213192250,0.6282,212051319
213192251,0.6616,212051319
213192252,0.949,212051319
213192253,0.6459,212051319
213192254,0.7433,212051319
213210001,0.5696,212051321
213210002,0.395,212051321
213210003,0.3134,212051321
213212199,0.4884,212051321
213212207,0.9523,212051321
213212208,0.7046,212051321
213212209,0.8089,212051321
213212210,0.7897,212051321
213212211,1.1032,212051321
213212212,1.6004,212051321
213212213,1.439,212051321
213220001,0.9956,212051322
213220002,0.5991,212051322
213220003,0.4192,212051322
213220004,0.5185,212051322
213220005,0.1004,212051322
213222220,0.5961,212051322
213222221,0.3682,212051322
213222223,0.6477,212051322
213222224,1.4228,212051322
213222226,0.409,212051322
213222227,0.3802,212051322
213222228,0.3531,212051322
213222230,0.8659,212051322
213232237,1.4305,212051323
213232239,1.1209,212051323
213232240,0.8443,212051323
213232241,0.773,212051323
213232248,0.814,212051323
213232249,1.5013,212051323
213242233,0.8437,212051324
213242234,0.7241,212051324
213242235,0.7208,212051324
213242236,1.0588,212051324
213242238,0.8381,212051324
213242242,1.0091,212051324
213242243,0.4463,212051324
213242244,0.3614,212051324
213242245,0.8523,212051324
213242246,1.0404,212051324
213242247,0.8056,212051324
213252190,1.211,212051325
213252191,0.7176,212051325
213252192,1.6636,212051325
213252193,0.9406,212051325
213252194,1.5027,212051325
213252195,1.2462,212051325
213252196,1.0217,212051325
213252216,1.0862,212051325
213252218,0.3039,212051325
213252219,1.0254,212051325
213260001,1.7989,212051326
213260002,0.6584,212051326
213260003,0.2308,212051326
213260004,0.2766,212051326
213262158,0.5752,212051326
213262160,0.8915,212051326
213262162,0.2958,212051326
213262164,1.4748,212051326
213262165,0.4252,212051326
213262177,0.7978,212051326
213262179,0.4256,212051326
213262180,0.2991,212051326
213262181,0.9843,212051326
213262182,0.6217,212051326
213262183,0.4145,212051326
213270001,1.4879,212051327
213270002,0.5552,212051327
213272198,0.9037,212051327
213272200,0.8489,212051327
213272201,0.5637,212051327
213272202,1.3803,212051327
213272203,1.2754,212051327
213272204,1.2742,212051327
213272205,2.1501,212051327
213280001,0.5322,213011328
213280002,0.952,213011328
213281354,1.0819,213011328
213281355,1.482,213011328
213281373,0.5402,213011328
213291371,4.4061,213011329
213311311,1.7413,213011331
213311312,1.7642,213011331
213321295,2.6441,213011332
213321306,2.2932,213011332
213321307,0.566,213011332
213321308,2.1564,213011332
213331304,1.4141,213011333
213331305,1.1143,213011333
213331370,1.9039,213011333
213340001,0.2168,213011334
213340002,0.4677,213011334
213341296,0.6694,213011334
213341297,0.9041,213011334
213341299,0.6646,213011334
213341300,0.2757,213011334
213341301,0.3295,213011334
213341302,1.4455,213011334
213341303,1.5492,213011334
213350001,0.6558,213011335
213350002,0.7775,213011335
213350003,0.4249,213011335
213350004,0.6735,213011335
213351330,0.4467,213011335
213351331,1.0067,213011335
213351353,0.9421,213011335
213351372,1.3375,213011335
213360001,0.6877,213011336
213360002,0.6695,213011336
213360003,0.3485,213011336
213360004,0.1975,213011336
213360005,0.2984,213011336
213361338,0.6576,213011336
213361340,0.938,213011336
213361341,0.5927,213011336
213361342,0.3421,213011336
213371361,0.9663,213011337
213371362,0.5913,213011337
213371363,0.8083,213011337
213371364,0.4252,213011337
213371365,0.2092,213011337
213371366,0.8423,213011337
213371367,1.0445,213011337
213371368,2.153,213011337
213371369,0.9838,213011337
213381333,0.4095,213011338
213381334,0.3766,213011338
213381335,1.8712,213011338
213381336,0.6641,213011338
213381345,1.7107,213011338
213381347,1.3512,213011338
213381348,1.3291,213011338
213381349,1.687,213011338
213381350,1.9334,213011338
213381351,1.636,213011338
213391313,0.918,213011339
213391324,2.2207,213011339
213391325,0.8092,213011339
213401319,1.5179,213011340
213401320,0.5744,213011340
213401321,1.0287,213011340
213401322,0.5646,213011340
213401323,1.4043,213011340
213401327,5.7822,213011340
213401328,7.5911,213011340
213410001,2.3548,213021341
213410002,3.4117,213021341
213410003,2.1444,213021341
213411383,4.5629,213021341
213411384,2.6422,213021341
213411387,0.3691,213021341
213411388,0.4415,213021341
213411391,1.756,213021341
213421377,2.645,213021342
213421379,1.3533,213021342
213421380,6.5436,213021342
213431374,0.3358,213021343
213431375,1.1743,213021343
213431390,0.7574,213021343
213431392,2.9563,213021343
213431393,1.852,213021343
213431394,1.9244,213021343
213431395,0.4863,213021343
213431396,1.3506,213021343
213431397,0.6667,213021343
213431398,0.4748,213021343
213431399,0.453,213021343
213431400,1.2586,213021343
213431401,1.4982,213021343
213431402,0.996,213021343
213441413,0.7429,213021344
213441414,1.3715,213021344
213441415,0.5123,213021344
213441417,0.8443,213021344
213441418,0.6698,213021344
213441419,0.9946,213021344
213441420,0.7846,213021344
213441421,0.3454,213021344
213441422,1.2889,213021344
213441423,0.6496,213021344
213441424,0.6368,213021344
213451376,1.6199,213021345
213461403,0.833,213021346
213461404,0.339,213021346
213461405,0.555,213021346
213461406,1.2484,213021346
213461407,0.2663,213021346
213461408,1.0114,213021346
213461409,0.3206,213021346
213461410,1.0471,213021346
213461411,0.525,213021346
213461412,0.5778,213021346
213461416,0.6227,213021346
213471467,1.2708,213031347
213471468,0.9792,213031347
213471469,1.1118,213031347
213471470,0.9628,213031347
213471471,1.5363,213031347
213471472,1.2876,213031347
213471474,0.3358,213031347
213480001,0.2484,213031348
213480002,0.3281,213031348
213480003,0.4668,213031348
213480004,0.2271,213031348
213480005,0.1116,213031348
213480006,0.2211,213031348
213481443,0.2984,213031348
213481445,0.2157,213031348
213481446,0.8117,213031348
213481447,0.1675,213031348
213481449,0.1839,213031348
213481450,0.4264,213031348
213481452,0.1064,213031348
213481453,0.1488,213031348
213481454,0.28,213031348
213481455,0.5496,213031348
213481456,0.1141,213031348
213481458,0.0615,213031348
213491444,0.2195,213031349
213491451,0.3525,213031349
213491473,0.4488,213031349
213491475,0.2629,213031349
213491477,1.3674,213031349
213491478,0.9274,213031349
213491479,1.079,213031349
213491480,0.8359,213031349
213500001,0.5251,213031350
213501436,0.7251,213031350
213501437,0.4301,213031350
213511440,0.9754,213031351
213511441,0.904,213031351
213511442,0.3423,213031351
213511460,0.4226,213031351
213511461,0.1576,213031351
213511462,0.5218,213031351
213511463,0.7833,213031351
213511464,0.8427,213031351
213511465,0.7296,213031351
213511466,0.3014,213031351
213521425,1.2619,213031352
213521426,1.5465,213031352
213521427,0.2057,213031352
213521428,0.2976,213031352
213521429,0.2659,213031352
213521430,0.1192,213031352
213521431,0.2906,213031352
213521432,0.2716,213031352
213521433,0.2554,213031352
213521435,0.8411,213031352
213521439,0.2645,213031352
213530001,8.0643,213041353
213530002,86.8206,213041353
213530003,7.502,213041353
213533380,93.9114,213041353
213581545,15.6251,213041358
213581558,1.6023,213041358
213581559,1.304,213041358
213581560,4.6434,213041358
213581561,1.0273,213041358
213590001,7.2536,213041359
213590002,64.7084,213041359
213590003,16.298,213041359
213590004,3.7813,213041359
213590005,20.6308,213041359
213591533,13.0888,213041359
213601538,5.9679,213041360
213611590,1.0175,213051361
213611592,1.6552,213051361
213611596,0.089,213051361
213611598,0.7691,213051361
213611600,1.7616,213051361
213611603,0.4099,213051361
213611605,1.1828,213051361
213611606,0.9922,213051361
213611607,1.4068,213051361
213611608,1.6295,213051361
213621591,1.4693,213051362
213621593,0.961,213051362
213621594,0.2743,213051362
213621595,0.7108,213051362
213621597,1.1952,213051362
213621599,0.9229,213051362
213621601,0.8214,213051362
213621602,0.6565,213051362
213630001,1.5996,213051363
213631378,0.6263,213051363
213631381,1.5338,213051363
213631607,3.3583,213051363
213631608,1.5969,213051363
213631609,0.8099,213051363
213631610,0.7795,213051363
213631611,0.7603,213051363
213631612,0.2672,213051363
213631613,1.102,213051363
213631614,0.5815,213051363
213631615,1.5482,213051363
213631616,1.0197,213051363
213631617,1.0555,213051363
213631618,1.0757,213051363
213631619,1.5066,213051363
213631620,3.0241,213051363
213680001,0.3384,213051368
213680002,1.8628,213051368
213680003,0.6257,213051368
213680004,3.3816,213051368
213680005,8.0435,213051368
213681571,0.5039,213051368
213681574,0.2489,213051368
213681575,0.1579,213051368
213681577,0.0691,213051368
213681578,0.9565,213051368
213681579,0.17,213051368
213681580,0.0834,213051368
213681583,1.5112,213051368
213681584,0.4926,213051368
213681587,0.4225,213051368
213681623,3.6064,213051368
213681624,91.5588,213051368
213703066,5.5115,214011370
213703067,2.9409,214011370
213703069,3.6547,214011370
213703070,8.2009,214011370
213710001,3.9433,214011371
213710002,1.7116,214011371
213710003,0.3105,214011371
213710004,0.1851,214011371
213710005,0.6325,214011371
213710006,0.3339,214011371
213710007,0.3326,214011371
213710008,0.3733,214011371
213710009,0.2864,214011371
213710010,0.3038,214011371
213713074,0.6886,214011371
213713078,0.2632,214011371
213713080,0.7393,214011371
213713081,0.8542,214011371
213713082,0.5001,214011371
213713083,0.166,214011371
213720001,2.8894,214011372
213720002,1.6294,214011372
213723088,7.9779,214011372
213723089,0.7415,214011372
213733071,4.5706,214011373
213733072,2.5112,214011373
213733073,3.2987,214011373
213733075,3.6159,214011373
213733085,0.5639,214011373
213743063,17.7036,214011374
213743064,19.384,214011374
213743090,0.5323,214011374
213753068,1.2844,214011375
213753091,2.0262,214011375
213753092,5.5204,214011375
213753093,1.7519,214011375
213753094,0.3222,214011375
213753095,1.527,214011375
213763065,19.8152,214011376
213773119,7.04,214021377
213773126,5.9472,214021377
213773127,2.7677,214021377
213773128,29.3026,214021377
213783096,30.9848,214021378
213783101,25.6424,214021378
213783104,22.5722,214021378
213783114,17.5816,214021378
213783115,97.1318,214021378
213783116,3.006,214021378
213783117,12.1566,214021378
213783120,34.8875,214021378
213783125,10.1597,214021378
213783129,16.9004,214021378
213783136,16.3563,214021378
213793097,23.9151,214021379
213793098,10.921,214021379
213793099,10.8313,214021379
213793100,36.9241,214021379
213793102,8.1088,214021379
213793103,6.1358,214021379
213793105,1.6583,214021379
213793106,4.5626,214021379
213793108,5.8271,214021379
213813145,5.9589,214021381
213813146,7.2832,214021381
213813148,2.8566,214021381
213813149,2.7747,214021381
213813150,4.3343,214021381
213823131,9.9784,214021382
213823132,3.5929,214021382
213823134,14.3774,214021382
213823140,2.2607,214021382
213833113,25.0723,214021383
213833121,16.6065,214021383
213833122,7.1675,214021383
213833130,18.3413,214021383
213843118,8.8907,214021384
213843123,9.0267,214021384
213843124,5.8783,214021384
213850001,11.6036,214021385
213853107,16.2512,214021385
213853109,11.3126,214021385
213853110,26.5801,214021385
213853111,25.7484,214021385
213853112,25.8581,214021385
213863390,133.0048,215011386
213863391,28.1742,215011386
213873389,4023.1983,215011387
213883396,83.0691,215011388
213890001,2670.1345,215011389
213890002,1581.3329,215011389
213903404,3411.8053,215011390
213903405,3.7059,215011390
213903406,3.5787,215011390
213903407,7623.7031,215011390
213913398,3003.185,215011391
213913399,5.3899,215011391
213920001,1301.1812,215011392
213920002,1427.8018,215011392
213923400,14.4483,215011392
213933402,2.1323,215011393
213933403,5684.2546,215011393
213943408,3686.6537,215011394
213943409,1.4453,215011394
213943410,3442.6526,215011394
213943411,8.83,215011394
213953414,88.5725,215021395
213960001,4.9846,215021396
213960002,96.7292,215021396
213980001,2.5618,215021398
213983423,9653.5802,215021398
213983426,11912.6541,215021398
213993417,3.787,215021399
213993425,242.9361,215021399
214000001,2538.1662,215031400
214000002,3.7375,215031400
214000003,6.7831,215031400
214003419,5515.0388,215031400
214003420,4.9592,215031400
214010001,4.599,215031401
214010002,1450.6195,215031401
214010003,2113.1061,215031401
214020001,0.6175,215031402
214023430,5.8729,215031402
214023431,140.1172,215031402
214033432,14.3892,215031403
214033433,167.2069,215031403
214040001,112.8378,215031404
214040002,4.1983,215031404
214043431,9.5542,215031404
214053435,5759.5788,215031405
214063554,22.1291,216011406
214063555,161.8241,216011406
214073556,726.9563,216011407
214073557,1.9103,216011407
214073558,9.9954,216011407
214083561,1646.4376,216011408
214090001,345.4187,216011409
214093559,6.2259,216011409
214103562,1628.1726,216011410
214103563,5.7135,216011410
214113569,6.9873,216021411
214113572,124.7356,216021411
214123568,1498.8283,216021412
214133570,3.4054,216021413
214133571,2311.1219,216021413
214133573,6.1448,216021413
214140001,94.6968,216021414
214153552,39.9733,216031415
214160001,2.2651,216031416
214160002,4.8903,216031416
214160003,0.5812,216031416
214160004,1.5018,216031416
214163548,13.4571,216031416
214163551,42.9626,216031416
214183564,1055.5777,216031418
214190001,8.2273,216031419
214190002,915.0342,216031419
214193553,105.4178,216031419
214203316,3.6317,217011420
214203317,3305.9281,217011420
214203318,2808.9298,217011420
214203319,2.9361,217011420
214210001,77.9867,217011421
214210002,98.3555,217011421
214213321,21.9947,217011421
214220001,31.4584,217011422
214220002,24.4171,217011422
214220003,3.9296,217011422
214220004,4.1799,217011422
214233322,4.684,217011423
