,UCL_CODE_2016,UCL_NAME_2016,SOSR_CODE_2016,SOSR_NAME_2016,SOS_CODE_2016,SOS_NAME_2016,AREA_ALBERS_SQKM_2016,UCL_CODE_2021,UCL_NAME_2021,SOSR_CODE_2021,SOSR_NAME_2021,SOS_CODE_2021,SOS_NAME_2021,AREA_ALBERS_SQKM_2021,Reason for change
455,122082,Lansdowne (L),122.0,200 to 499,12.0,Bounded Locality,0.8411,122077.0,Lansdowne (L),122.0,499 or less,12.0,Bounded Locality,0.8411,
456,122083,Lennox Head - West (L),122.0,200 to 499,12.0,Bounded Locality,0.355,122078.0,Lennox Head - West (L),122.0,499 or less,12.0,Bounded Locality,0.355,
457,122084,Linden (L),122.0,200 to 499,12.0,Bounded Locality,0.8796,122079.0,Linden (L),122.0,499 or less,12.0,Bounded Locality,0.8796,
458,122087,Luddenham (L),122.0,200 to 499,12.0,Bounded Locality,0.4867,122080.0,Luddenham (L),122.0,499 or less,12.0,Bounded Locality,0.4867,
459,122088,Lyndhurst (L),122.0,200 to 499,12.0,Bounded Locality,2.7155,122081.0,Lyndhurst (L),122.0,499 or less,12.0,Bounded Locality,2.7155,
460,122091,Manning Point (L),122.0,200 to 499,12.0,Bounded Locality,0.8691,122082.0,Manning Point (L),122.0,499 or less,12.0,Bounded Locality,0.8691,
461,122092,Marrangaroo (L),122.0,200 to 499,12.0,Bounded Locality,3.0766,122083.0,Marrangaroo (L),122.0,499 or less,12.0,Bounded Locality,3.0766,
462,122093,Menangle Park (L),122.0,200 to 499,12.0,Bounded Locality,2.4124,122084.0,Menangle Park (L),122.0,499 or less,12.0,Bounded Locality,2.4124,
463,122094,Mendooran (L),122.0,200 to 499,12.0,Bounded Locality,1.2712,122085.0,Mendooran (L),122.0,499 or less,12.0,Bounded Locality,1.2712,
464,122095,Menindee (L),122.0,200 to 499,12.0,Bounded Locality,7.6491,122086.0,Menindee (L),122.0,499 or less,12.0,Bounded Locality,7.6491,
465,122096,Minnie Water (L),122.0,200 to 499,12.0,Bounded Locality,0.1674,122087.0,Minnie Water (L),122.0,499 or less,12.0,Bounded Locality,0.1674,
466,122097,Mogo (L),122.0,200 to 499,12.0,Bounded Locality,1.7194,122088.0,Mogo (L),122.0,499 or less,12.0,Bounded Locality,1.7194,
467,122098,Moonbi (L),122.0,200 to 499,12.0,Bounded Locality,2.5566,122089.0,Moonbi (L),122.0,499 or less,12.0,Bounded Locality,2.5566,
468,122099,Mooney Mooney (L),122.0,200 to 499,12.0,Bounded Locality,1.8146,122090.0,Mooney Mooney (L),122.0,499 or less,12.0,Bounded Locality,1.8146,
469,122100,Moulamein (L),122.0,200 to 499,12.0,Bounded Locality,2.9977,122091.0,Moulamein (L),122.0,499 or less,12.0,Bounded Locality,2.9977,
470,122101,Mulbring (L),122.0,200 to 499,12.0,Bounded Locality,0.8966,122092.0,Mulbring (L),122.0,499 or less,12.0,Bounded Locality,0.8966,
471,122102,Mungindi (NSW Part) (L),122.0,200 to 499,12.0,Bounded Locality,2.2154,122093.0,Mungindi (L),122.0,499 or less,12.0,Bounded Locality,2.2911,Name Change
472,122103,Mylestom (L),122.0,200 to 499,12.0,Bounded Locality,1.558,122094.0,Mylestom (L),122.0,499 or less,12.0,Bounded Locality,1.558,
473,122104,Nana Glen (L),122.0,200 to 499,12.0,Bounded Locality,0.6944,122095.0,Nana Glen (L),122.0,499 or less,12.0,Bounded Locality,0.6944,
474,122105,Nelligen (L),122.0,200 to 499,12.0,Bounded Locality,1.6658,122096.0,Nelligen (L),122.0,499 or less,12.0,Bounded Locality,1.6658,
475,122106,Nemingha (L),122.0,200 to 499,12.0,Bounded Locality,0.6187,122097.0,Nemingha (L),122.0,499 or less,12.0,Bounded Locality,0.6187,
476,122107,Nimbin (L),122.0,200 to 499,12.0,Bounded Locality,1.6801,122098.0,Nimbin (L),122.0,499 or less,12.0,Bounded Locality,1.8788,
477,122108,Nimmitabel (L),122.0,200 to 499,12.0,Bounded Locality,0.9694,122099.0,Nimmitabel (L),122.0,499 or less,12.0,Bounded Locality,0.9694,
478,122109,North Arm Cove (L),122.0,200 to 499,12.0,Bounded Locality,1.3045,122100.0,North Arm Cove (L),122.0,499 or less,12.0,Bounded Locality,1.3045,
479,122110,North Shore (L),122.0,200 to 499,12.0,Bounded Locality,2.8277,122101.0,North Shore (L),122.0,499 or less,12.0,Bounded Locality,2.8277,
480,122111,Nundle (L),122.0,200 to 499,12.0,Bounded Locality,2.5155,122102.0,Nundle (L),122.0,499 or less,12.0,Bounded Locality,2.5155,
481,122112,Oaklands (L),122.0,200 to 499,12.0,Bounded Locality,5.7485,122103.0,Oaklands (L),122.0,499 or less,12.0,Bounded Locality,5.7485,
482,122113,Orchard Hills (L),122.0,200 to 499,12.0,Bounded Locality,1.3259,122104.0,Orchard Hills (L),122.0,499 or less,12.0,Bounded Locality,1.3259,
483,122114,Otford (L),122.0,200 to 499,12.0,Bounded Locality,0.486,122105.0,Otford (L),122.0,499 or less,12.0,Bounded Locality,0.486,
484,122115,Pallamallawa (L),122.0,200 to 499,12.0,Bounded Locality,0.8849,122106.0,Pallamallawa (L),122.0,499 or less,12.0,Bounded Locality,0.8849,
485,122116,Paterson (L),122.0,200 to 499,12.0,Bounded Locality,1.2791,122107.0,Paterson (L),122.0,499 or less,12.0,Bounded Locality,1.2791,
486,122117,Patonga (L),122.0,200 to 499,12.0,Bounded Locality,0.324,122108.0,Patonga (L),122.0,499 or less,12.0,Bounded Locality,0.324,
487,122118,Perisher Village (L),122.0,200 to 499,12.0,Bounded Locality,6.0898,122109.0,Perisher Village (L),122.0,499 or less,12.0,Bounded Locality,6.0898,
488,122119,Perthville (L),122.0,200 to 499,12.0,Bounded Locality,1.7555,122110.0,Perthville (L),122.0,499 or less,12.0,Bounded Locality,1.7555,
489,122120,Picton - West (L),122.0,200 to 499,12.0,Bounded Locality,1.2508,122111.0,Picton - West (L),122.0,499 or less,12.0,Bounded Locality,1.2508,
490,122121,Pindimar (L),122.0,200 to 499,12.0,Bounded Locality,3.2772,122112.0,Pindimar (L),122.0,499 or less,12.0,Bounded Locality,3.2772,
491,122122,Rainbow Flat (L),122.0,200 to 499,12.0,Bounded Locality,2.2109,122113.0,Rainbow Flat (L),122.0,499 or less,12.0,Bounded Locality,2.2109,
492,122123,Red Rock (L),122.0,200 to 499,12.0,Bounded Locality,1.2513,122114.0,Red Rock (L),122.0,499 or less,12.0,Bounded Locality,1.2513,
493,122124,Riverside (L),122.0,200 to 499,12.0,Bounded Locality,4.7458,122115.0,Riverside (L),122.0,499 or less,12.0,Bounded Locality,4.7458,
494,,,,,,,,122116.0,Rosedale - Guerilla Bay (L),122.0,499 or less,12.0,Bounded Locality,6.4624,New
495,122126,Seaham (L),122.0,200 to 499,12.0,Bounded Locality,1.0536,122117.0,Seaham (L),122.0,499 or less,12.0,Bounded Locality,1.0536,
496,122127,Seahampton (L),122.0,200 to 499,12.0,Bounded Locality,6.5545,122118.0,Seahampton (L),122.0,499 or less,12.0,Bounded Locality,6.5545,
497,122128,South Durras (L),122.0,200 to 499,12.0,Bounded Locality,5.1668,122119.0,South Durras (L),122.0,499 or less,12.0,Bounded Locality,5.1668,
498,122129,South Pambula (L),122.0,200 to 499,12.0,Bounded Locality,5.1662,122120.0,South Pambula (L),122.0,499 or less,12.0,Bounded Locality,5.1662,
499,122130,Spring Hill (L),122.0,200 to 499,12.0,Bounded Locality,0.3552,122121.0,Spring Hill (L),122.0,499 or less,12.0,Bounded Locality,0.3552,
500,122131,Stanwell Tops (L),122.0,200 to 499,12.0,Bounded Locality,1.2749,122122.0,Stanwell Tops (L),122.0,499 or less,12.0,Bounded Locality,1.2749,
501,122132,Stockinbingal (L),122.0,200 to 499,12.0,Bounded Locality,1.4168,122123.0,Stockinbingal (L),122.0,499 or less,12.0,Bounded Locality,1.4168,
502,122133,Sutton (L),122.0,200 to 499,12.0,Bounded Locality,1.2889,122124.0,Sutton (L),122.0,499 or less,12.0,Bounded Locality,1.5699,
503,122134,Talbingo (L),122.0,200 to 499,12.0,Bounded Locality,1.0361,122125.0,Talbingo (L),122.0,499 or less,12.0,Bounded Locality,1.0361,
504,122135,Tapitallee (L),122.0,200 to 499,12.0,Bounded Locality,0.6626,122126.0,Tapitallee (L),122.0,499 or less,12.0,Bounded Locality,0.8375,
505,122136,Taralga (L),122.0,200 to 499,12.0,Bounded Locality,1.564,122127.0,Taralga (L),122.0,499 or less,12.0,Bounded Locality,1.564,
506,122137,Tarcutta (L),122.0,200 to 499,12.0,Bounded Locality,1.4253,122128.0,Tarcutta (L),122.0,499 or less,12.0,Bounded Locality,1.4253,
507,122138,Tarraganda (L),122.0,200 to 499,12.0,Bounded Locality,5.996,122129.0,Tarraganda (L),122.0,499 or less,12.0,Bounded Locality,5.996,
508,122139,Telegraph Point (L),122.0,200 to 499,12.0,Bounded Locality,2.0602,122130.0,Telegraph Point (L),122.0,499 or less,12.0,Bounded Locality,2.0602,
509,122140,Thredbo Village (L),122.0,200 to 499,12.0,Bounded Locality,1.0856,122131.0,Thredbo Village (L),122.0,499 or less,12.0,Bounded Locality,1.0856,
510,122141,Tingha (L),122.0,200 to 499,12.0,Bounded Locality,2.404,122132.0,Tingha (L),122.0,499 or less,12.0,Bounded Locality,2.404,
511,122142,Tomago (L),122.0,200 to 499,12.0,Bounded Locality,34.9273,122133.0,Tomago (L),122.0,499 or less,12.0,Bounded Locality,34.9273,
512,122143,Tomerong (L),122.0,200 to 499,12.0,Bounded Locality,0.7738,122134.0,Tomerong (L),122.0,499 or less,12.0,Bounded Locality,0.7738,
513,122144,Tooleybuc (L),122.0,200 to 499,12.0,Bounded Locality,1.1802,122135.0,Tooleybuc (L),122.0,499 or less,12.0,Bounded Locality,1.1803,
514,122145,Toomelah (L),122.0,200 to 499,12.0,Bounded Locality,2.153,122136.0,Toomelah (L),122.0,499 or less,12.0,Bounded Locality,2.0077,
515,122146,Tottenham (L),122.0,200 to 499,12.0,Bounded Locality,1.3832,122137.0,Tottenham (L),122.0,499 or less,12.0,Bounded Locality,1.3832,
516,122147,Trundle (L),122.0,200 to 499,12.0,Bounded Locality,2.7058,122138.0,Trundle (L),122.0,499 or less,12.0,Bounded Locality,2.7058,
517,122148,Tucabia (L),122.0,200 to 499,12.0,Bounded Locality,1.1315,122139.0,Tucabia (L),122.0,499 or less,12.0,Bounded Locality,1.1315,
518,122149,Tullamore (L),122.0,200 to 499,12.0,Bounded Locality,1.1672,122140.0,Tullamore (L),122.0,499 or less,12.0,Bounded Locality,1.1672,
519,122150,Tumbulgum (L),122.0,200 to 499,12.0,Bounded Locality,0.3383,122141.0,Tumbulgum (L),122.0,499 or less,12.0,Bounded Locality,0.3383,
520,122151,Tyalgum (L),122.0,200 to 499,12.0,Bounded Locality,0.5478,122142.0,Tyalgum (L),122.0,499 or less,12.0,Bounded Locality,0.5478,
521,122152,Uki (L),122.0,200 to 499,12.0,Bounded Locality,0.4962,122143.0,Uki (L),122.0,499 or less,12.0,Bounded Locality,0.4962,
522,122153,Ulmarra (L),122.0,200 to 499,12.0,Bounded Locality,1.2971,122144.0,Ulmarra (L),122.0,499 or less,12.0,Bounded Locality,1.2971,
523,122154,Ungarie (L),122.0,200 to 499,12.0,Bounded Locality,1.0231,122145.0,Ungarie (L),122.0,499 or less,12.0,Bounded Locality,1.5248,
524,122155,Urana (L),122.0,200 to 499,12.0,Bounded Locality,4.4258,122146.0,Urana (L),122.0,499 or less,12.0,Bounded Locality,4.4258,
525,122156,Urbenville (L),122.0,200 to 499,12.0,Bounded Locality,0.7666,122147.0,Urbenville (L),122.0,499 or less,12.0,Bounded Locality,0.7666,
526,122157,Wallabadah (L),122.0,200 to 499,12.0,Bounded Locality,6.4712,122148.0,Wallabadah (L),122.0,499 or less,12.0,Bounded Locality,6.4712,
527,122159,Whitton (L),122.0,200 to 499,12.0,Bounded Locality,1.1817,122149.0,Whitton (L),122.0,499 or less,12.0,Bounded Locality,1.1817,
528,122161,Wolumla (L),122.0,200 to 499,12.0,Bounded Locality,0.6066,122150.0,Wolumla (L),122.0,499 or less,12.0,Bounded Locality,0.6066,
529,122162,Woodenbong (L),122.0,200 to 499,12.0,Bounded Locality,0.8278,122151.0,Woodenbong (L),122.0,499 or less,12.0,Bounded Locality,0.8278,
530,122163,Woodstock (L),122.0,200 to 499,12.0,Bounded Locality,1.281,122152.0,Woodstock (L),122.0,499 or less,12.0,Bounded Locality,1.281,
531,122165,Woollamia (L),122.0,200 to 499,12.0,Bounded Locality,7.3256,122153.0,Woollamia (L),122.0,499 or less,12.0,Bounded Locality,7.3256,
532,122166,Wooloweyah (L),122.0,200 to 499,12.0,Bounded Locality,0.3335,122154.0,Wooloweyah (L),122.0,499 or less,12.0,Bounded Locality,0.3335,
533,121123,Wyalong (L),121.0,500 or more,12.0,Bounded Locality,7.5454,122155.0,Wyalong (L),122.0,499 or less,12.0,Bounded Locality,7.5454,
534,121124,Yanco (L),121.0,500 or more,12.0,Bounded Locality,1.2486,122156.0,Yanco (L),122.0,499 or less,12.0,Bounded Locality,1.2486,
535,122167,Yarramundi (L),122.0,200 to 499,12.0,Bounded Locality,1.0936,122157.0,Yarramundi (L),122.0,499 or less,12.0,Bounded Locality,1.0936,
536,122168,Yeoval (L),122.0,200 to 499,12.0,Bounded Locality,0.9658,122158.0,Yeoval (L),122.0,499 or less,12.0,Bounded Locality,0.9658,
537,131777,Remainder of State/Territory (NSW),131.0,Remainder of State/Territory,13.0,Rural Balance,793797.7449,131001.0,Remainder of State/Territory (NSW),131.0,Remainder of State/Territory,13.0,Rural Balance,793900.2706,
538,201001,Melbourne,201.0,1 million or more,20.0,Major Urban,2705.364,201001.0,Melbourne,201.0,1 million or more,20.0,Major Urban,2880.5725,
539,221061,Rockbank (L),221.0,500 or more,22.0,Bounded Locality,0.706,201001.0,Melbourne,201.0,1 million or more,20.0,Major Urban,2880.5725,Amalgamated
540,222015,Clyde (L),222.0,200 to 499,22.0,Bounded Locality,16.0967,201001.0,Melbourne,201.0,1 million or more,20.0,Major Urban,2880.5725,Amalgamated
541,211002,Ballarat,211.0,"50,000 to 99,999",21.0,Other Urban,154.1144,203001.0,Ballarat,203.0,"100,000 to 249,999",20.0,Major Urban,132.2364,
542,211003,Bendigo,211.0,"50,000 to 99,999",21.0,Other Urban,164.8588,203002.0,Bendigo,203.0,"100,000 to 249,999",20.0,Major Urban,162.3864,
543,203001,Geelong,203.0,"100,000 to 249,999",20.0,Major Urban,168.623,203003.0,Geelong,203.0,"100,000 to 249,999",20.0,Major Urban,165.5844,
544,211001,Albury - Wodonga (Wodonga Part),211.0,"50,000 to 99,999",21.0,Other Urban,53.4068,211001.0,Albury - Wodonga (Wodonga Part),211.0,"50,000 to 99,999",21.0,Other Urban,54.1941,
545,211004,Melton,211.0,"50,000 to 99,999",21.0,Other Urban,55.1972,211002.0,Melton,211.0,"50,000 to 99,999",21.0,Other Urban,57.1001,
546,213001,Bacchus Marsh,213.0,"10,000 to 19,999",21.0,Other Urban,17.7198,212001.0,Bacchus Marsh,212.0,"20,000 to 49,999",21.0,Other Urban,18.6125,
547,213006,Echuca - Moama (Echuca Part),213.0,"10,000 to 19,999",21.0,Other Urban,25.849,212002.0,Echuca - Moama (Echuca Part),212.0,"20,000 to 49,999",21.0,Other Urban,25.8493,
548,212001,Mildura - Buronga (Mildura Part),212.0,"20,000 to 49,999",21.0,Other Urban,41.1869,212003.0,Mildura - Buronga (Mildura Part),212.0,"20,000 to 49,999",21.0,Other Urban,41.3432,
549,213012,Ocean Grove - Barwon Heads,213.0,"10,000 to 19,999",21.0,Other Urban,36.7595,212004.0,Ocean Grove - Barwon Heads,212.0,"20,000 to 49,999",21.0,Other Urban,20.4881,
550,212002,Shepparton - Mooroopna,212.0,"20,000 to 49,999",21.0,Other Urban,73.0177,212005.0,Shepparton - Mooroopna,212.0,"20,000 to 49,999",21.0,Other Urban,62.3414,
551,212003,Sunbury,212.0,"20,000 to 49,999",21.0,Other Urban,29.198,212006.0,Sunbury,212.0,"20,000 to 49,999",21.0,Other Urban,30.7094,
552,213016,Torquay - Jan Juc,213.0,"10,000 to 19,999",21.0,Other Urban,38.9896,212007.0,Torquay - Jan Juc,212.0,"20,000 to 49,999",21.0,Other Urban,38.9895,
553,212004,Traralgon,212.0,"20,000 to 49,999",21.0,Other Urban,33.3081,212008.0,Traralgon,212.0,"20,000 to 49,999",21.0,Other Urban,29.0976,
554,212005,Warrnambool,212.0,"20,000 to 49,999",21.0,Other Urban,45.3053,212009.0,Warrnambool,212.0,"20,000 to 49,999",21.0,Other Urban,52.4252,
555,213002,Bairnsdale,213.0,"10,000 to 19,999",21.0,Other Urban,23.9127,213001.0,Bairnsdale,213.0,"10,000 to 19,999",21.0,Other Urban,25.9948,
556,214003,Castlemaine,214.0,"5,000 to 9,999",21.0,Other Urban,34.6881,213002.0,Castlemaine,213.0,"10,000 to 19,999",21.0,Other Urban,34.6881,
557,213003,Colac,213.0,"10,000 to 19,999",21.0,Other Urban,22.8529,213003.0,Colac,213.0,"10,000 to 19,999",21.0,Other Urban,22.8529,
558,213004,Drouin,213.0,"10,000 to 19,999",21.0,Other Urban,21.0367,213004.0,Drouin,213.0,"10,000 to 19,999",21.0,Other Urban,21.9894,
559,213005,Drysdale - Clifton Springs,213.0,"10,000 to 19,999",21.0,Other Urban,13.3145,213005.0,Drysdale - Clifton Springs,213.0,"10,000 to 19,999",21.0,Other Urban,18.8792,
560,214006,Gisborne,214.0,"5,000 to 9,999",21.0,Other Urban,20.8226,213006.0,Gisborne,213.0,"10,000 to 19,999",21.0,Other Urban,20.8226,
561,213007,Horsham,213.0,"10,000 to 19,999",21.0,Other Urban,40.8043,213007.0,Horsham,213.0,"10,000 to 19,999",21.0,Other Urban,40.8043,
562,213008,Lara,213.0,"10,000 to 19,999",21.0,Other Urban,11.445,213008.0,Lara,213.0,"10,000 to 19,999",21.0,Other Urban,11.5223,
563,213009,Leopold,213.0,"10,000 to 19,999",21.0,Other Urban,5.5953,213009.0,Leopold,213.0,"10,000 to 19,999",21.0,Other Urban,5.5953,
564,213010,Moe - Newborough,213.0,"10,000 to 19,999",21.0,Other Urban,22.2677,213010.0,Moe - Newborough,213.0,"10,000 to 19,999",21.0,Other Urban,23.9071,
565,213011,Morwell,213.0,"10,000 to 19,999",21.0,Other Urban,14.2571,213011.0,Morwell,213.0,"10,000 to 19,999",21.0,Other Urban,14.2571,
566,213013,Portland (Vic.),213.0,"10,000 to 19,999",21.0,Other Urban,31.5141,213012.0,Portland (Vic.),213.0,"10,000 to 19,999",21.0,Other Urban,31.5141,
567,213014,Sale,213.0,"10,000 to 19,999",21.0,Other Urban,34.297,213013.0,Sale,213.0,"10,000 to 19,999",21.0,Other Urban,34.297,
568,213015,Swan Hill,213.0,"10,000 to 19,999",21.0,Other Urban,21.0405,213014.0,Swan Hill,213.0,"10,000 to 19,999",21.0,Other Urban,21.0529,
569,214018,Wallan,214.0,"5,000 to 9,999",21.0,Other Urban,18.0055,213015.0,Wallan,213.0,"10,000 to 19,999",21.0,Other Urban,22.6644,
570,213017,Wangaratta,213.0,"10,000 to 19,999",21.0,Other Urban,40.4889,213016.0,Wangaratta,213.0,"10,000 to 19,999",21.0,Other Urban,40.489,
571,213018,Warragul,213.0,"10,000 to 19,999",21.0,Other Urban,17.9798,213017.0,Warragul,213.0,"10,000 to 19,999",21.0,Other Urban,22.3108,
572,214020,Yarrawonga - Mulwala (Yarrawonga Part),214.0,"5,000 to 9,999",21.0,Other Urban,25.6003,213018.0,Yarrawonga - Mulwala (Yarrawonga Part),213.0,"10,000 to 19,999",21.0,Other Urban,25.2981,
573,214001,Ararat,214.0,"5,000 to 9,999",21.0,Other Urban,13.6174,214001.0,Ararat,214.0,"5,000 to 9,999",21.0,Other Urban,13.6174,
574,215007,Bannockburn,215.0,"1,000 to 4,999",21.0,Other Urban,11.6709,214002.0,Bannockburn,214.0,"5,000 to 9,999",21.0,Other Urban,12.3144,
575,214002,Benalla,214.0,"5,000 to 9,999",21.0,Other Urban,25.531,214003.0,Benalla,214.0,"5,000 to 9,999",21.0,Other Urban,25.531,
576,214004,Cobram,214.0,"5,000 to 9,999",21.0,Other Urban,9.0848,214004.0,Cobram,214.0,"5,000 to 9,999",21.0,Other Urban,9.0955,
577,214005,Corowa - Wahgunyah (Wahgunyah Part),214.0,"5,000 to 9,999",21.0,Other Urban,2.0235,214005.0,Corowa - Wahgunyah (Wahgunyah Part),214.0,"5,000 to 9,999",21.0,Other Urban,2.022,
578,215026,Cowes,215.0,"1,000 to 4,999",21.0,Other Urban,10.3689,214006.0,Cowes,214.0,"5,000 to 9,999",21.0,Other Urban,10.6988,
579,215029,Diggers Rest,215.0,"1,000 to 4,999",21.0,Other Urban,2.6557,214007.0,Diggers Rest,214.0,"5,000 to 9,999",21.0,Other Urban,4.9025,
580,214007,Hamilton,214.0,"5,000 to 9,999",21.0,Other Urban,28.4506,214008.0,Hamilton,214.0,"5,000 to 9,999",21.0,Other Urban,43.2603,
581,214008,Healesville,214.0,"5,000 to 9,999",21.0,Other Urban,18.9431,214009.0,Healesville,214.0,"5,000 to 9,999",21.0,Other Urban,18.9432,
582,214009,Inverloch,214.0,"5,000 to 9,999",21.0,Other Urban,6.4328,214010.0,Inverloch,214.0,"5,000 to 9,999",21.0,Other Urban,6.4328,
583,214010,Kilmore,214.0,"5,000 to 9,999",21.0,Other Urban,15.8902,214011.0,Kilmore,214.0,"5,000 to 9,999",21.0,Other Urban,16.4368,
584,214011,Kyabram,214.0,"5,000 to 9,999",21.0,Other Urban,9.1683,214012.0,Kyabram,214.0,"5,000 to 9,999",21.0,Other Urban,9.1683,
585,215044,Kyneton,215.0,"1,000 to 4,999",21.0,Other Urban,7.2598,214013.0,Kyneton,214.0,"5,000 to 9,999",21.0,Other Urban,7.2598,
586,214012,Lakes Entrance,214.0,"5,000 to 9,999",21.0,Other Urban,18.7888,214014.0,Lakes Entrance,214.0,"5,000 to 9,999",21.0,Other Urban,18.7888,
587,214013,Leongatha,214.0,"5,000 to 9,999",21.0,Other Urban,6.5212,214015.0,Leongatha,214.0,"5,000 to 9,999",21.0,Other Urban,7.2414,
588,214014,Maryborough (Vic.),214.0,"5,000 to 9,999",21.0,Other Urban,9.61,214016.0,Maryborough (Vic.),214.0,"5,000 to 9,999",21.0,Other Urban,10.0361,
589,215066,Point Lonsdale - Queenscliff,215.0,"1,000 to 4,999",21.0,Other Urban,9.7113,214017.0,Point Lonsdale - Queenscliff,214.0,"5,000 to 9,999",21.0,Other Urban,11.2707,
590,214015,Portarlington - St Leonards,214.0,"5,000 to 9,999",21.0,Other Urban,15.7991,214018.0,Portarlington - St Leonards,214.0,"5,000 to 9,999",21.0,Other Urban,17.1439,
591,214016,Seymour,214.0,"5,000 to 9,999",21.0,Other Urban,12.5439,214019.0,Seymour,214.0,"5,000 to 9,999",21.0,Other Urban,12.5439,
592,214017,Stawell,214.0,"5,000 to 9,999",21.0,Other Urban,18.9984,214020.0,Stawell,214.0,"5,000 to 9,999",21.0,Other Urban,18.9984,
593,215087,Whittlesea,215.0,"1,000 to 4,999",21.0,Other Urban,4.3874,214021.0,Whittlesea,214.0,"5,000 to 9,999",21.0,Other Urban,7.5377,
594,214019,Wonthaggi,214.0,"5,000 to 9,999",21.0,Other Urban,14.3255,214022.0,Wonthaggi,214.0,"5,000 to 9,999",21.0,Other Urban,14.3255,
595,215001,Aireys Inlet - Fairhaven,215.0,"1,000 to 4,999",21.0,Other Urban,5.2172,215001.0,Aireys Inlet - Fairhaven,215.0,"4,999 or less",21.0,Other Urban,5.2172,
596,215002,Alexandra,215.0,"1,000 to 4,999",21.0,Other Urban,6.0511,215002.0,Alexandra,215.0,"4,999 or less",21.0,Other Urban,6.0511,
597,215003,Anglesea,215.0,"1,000 to 4,999",21.0,Other Urban,6.8919,215003.0,Anglesea,215.0,"4,999 or less",21.0,Other Urban,6.8919,
598,215004,Apollo Bay,215.0,"1,000 to 4,999",21.0,Other Urban,2.8591,215004.0,Apollo Bay,215.0,"4,999 or less",21.0,Other Urban,2.8591,
599,221003,Avoca (L),221.0,500 or more,22.0,Bounded Locality,5.3092,215005.0,Avoca,215.0,"4,999 or less",21.0,Other Urban,5.3094,Name Change
600,215005,Ballan,215.0,"1,000 to 4,999",21.0,Other Urban,3.7,215006.0,Ballan,215.0,"4,999 or less",21.0,Other Urban,3.7,
601,215006,Balnarring - Balnarring Beach,215.0,"1,000 to 4,999",21.0,Other Urban,5.9013,215007.0,Balnarring - Balnarring Beach,215.0,"4,999 or less",21.0,Other Urban,5.9013,
602,215008,Baranduda,215.0,"1,000 to 4,999",21.0,Other Urban,2.874,215008.0,Baranduda,215.0,"4,999 or less",21.0,Other Urban,2.874,
603,215009,Barham - Koondrook (Koondrook Part),215.0,"1,000 to 4,999",21.0,Other Urban,2.695,215009.0,Barham - Koondrook (Koondrook Part),215.0,"4,999 or less",21.0,Other Urban,2.695,
604,215010,Beaconsfield Upper,215.0,"1,000 to 4,999",21.0,Other Urban,10.0943,215010.0,Beaconsfield Upper,215.0,"4,999 or less",21.0,Other Urban,10.0943,
605,215011,Beaufort,215.0,"1,000 to 4,999",21.0,Other Urban,4.0558,215011.0,Beaufort,215.0,"4,999 or less",21.0,Other Urban,4.0558,
606,215012,Beechworth,215.0,"1,000 to 4,999",21.0,Other Urban,7.9581,215012.0,Beechworth,215.0,"4,999 or less",21.0,Other Urban,7.9581,
607,215013,Beveridge,215.0,"1,000 to 4,999",21.0,Other Urban,6.5309,215013.0,Beveridge,215.0,"4,999 or less",21.0,Other Urban,6.5311,
608,215014,Blind Bight,215.0,"1,000 to 4,999",21.0,Other Urban,0.5433,215014.0,Blind Bight,215.0,"4,999 or less",21.0,Other Urban,0.5433,
609,215015,Bright,215.0,"1,000 to 4,999",21.0,Other Urban,9.4725,215015.0,Bright,215.0,"4,999 or less",21.0,Other Urban,9.4725,
610,215016,Broadford,215.0,"1,000 to 4,999",21.0,Other Urban,9.0852,215016.0,Broadford,215.0,"4,999 or less",21.0,Other Urban,9.0853,
611,215017,Bunyip,215.0,"1,000 to 4,999",21.0,Other Urban,3.9379,215017.0,Bunyip,215.0,"4,999 or less",21.0,Other Urban,4.5481,
612,215018,Camperdown,215.0,"1,000 to 4,999",21.0,Other Urban,4.6929,215018.0,Camperdown,215.0,"4,999 or less",21.0,Other Urban,4.693,
613,215019,Cape Woolamai,215.0,"1,000 to 4,999",21.0,Other Urban,1.9491,215019.0,Cape Woolamai,215.0,"4,999 or less",21.0,Other Urban,1.9491,
614,215020,Casterton,215.0,"1,000 to 4,999",21.0,Other Urban,4.5158,215020.0,Casterton,215.0,"4,999 or less",21.0,Other Urban,4.5158,
615,215021,Chiltern,215.0,"1,000 to 4,999",21.0,Other Urban,7.3339,215021.0,Chiltern,215.0,"4,999 or less",21.0,Other Urban,7.3339,
616,215022,Churchill,215.0,"1,000 to 4,999",21.0,Other Urban,5.7071,215022.0,Churchill,215.0,"4,999 or less",21.0,Other Urban,6.1851,
617,215023,Cobden,215.0,"1,000 to 4,999",21.0,Other Urban,4.2599,215023.0,Cobden,215.0,"4,999 or less",21.0,Other Urban,4.2598,
618,215024,Cohuna,215.0,"1,000 to 4,999",21.0,Other Urban,3.0671,215024.0,Cohuna,215.0,"4,999 or less",21.0,Other Urban,3.0671,
619,221021,Corinella (L),221.0,500 or more,22.0,Bounded Locality,1.8213,215025.0,Corinella,215.0,"4,999 or less",21.0,Other Urban,1.8212,Name Change
620,221022,Coronet Bay (L),221.0,500 or more,22.0,Bounded Locality,4.0998,215026.0,Coronet Bay,215.0,"4,999 or less",21.0,Other Urban,4.0998,Name Change
