,UCL_CODE_2016,UCL_NAME_2016,SOSR_CODE_2016,SOSR_NAME_2016,SOS_CODE_2016,SOS_NAME_2016,AREA_ALBERS_SQKM_2016,UCL_CODE_2021,UCL_NAME_2021,SOSR_CODE_2021,SOSR_NAME_2021,SOS_CODE_2021,SOS_NAME_2021,AREA_ALBERS_SQKM_2021,Reason for change
1350,415033,Peterborough,415.0,"1,000 to 4,999",41.0,Other Urban,5.6711,415035.0,Peterborough,415.0,"4,999 or less",41.0,Other Urban,5.6711,
1351,415034,Port Broughton,415.0,"1,000 to 4,999",41.0,Other Urban,2.5689,415036.0,Port Broughton,415.0,"4,999 or less",41.0,Other Urban,2.5689,
1352,415035,Renmark,415.0,"1,000 to 4,999",41.0,Other Urban,9.9875,415037.0,Renmark,415.0,"4,999 or less",41.0,Other Urban,9.9875,
1353,415036,Robe,415.0,"1,000 to 4,999",41.0,Other Urban,9.1357,415038.0,Robe,415.0,"4,999 or less",41.0,Other Urban,9.1357,
1354,415037,Roxby Downs,415.0,"1,000 to 4,999",41.0,Other Urban,3.8294,415039.0,Roxby Downs,415.0,"4,999 or less",41.0,Other Urban,3.8294,
1355,415038,Tailem Bend,415.0,"1,000 to 4,999",41.0,Other Urban,5.8325,415040.0,Tailem Bend,415.0,"4,999 or less",41.0,Other Urban,5.8325,
1356,415039,Tanunda,415.0,"1,000 to 4,999",41.0,Other Urban,8.7541,415041.0,Tanunda,415.0,"4,999 or less",41.0,Other Urban,8.9965,
1357,415040,Tumby Bay,415.0,"1,000 to 4,999",41.0,Other Urban,2.19,415042.0,Tumby Bay,415.0,"4,999 or less",41.0,Other Urban,2.19,
1358,415041,Two Wells,415.0,"1,000 to 4,999",41.0,Other Urban,16.1975,415043.0,Two Wells,415.0,"4,999 or less",41.0,Other Urban,19.8649,
1359,421040,Virginia (L),421.0,500 or more,42.0,Bounded Locality,3.3511,415044.0,Virginia,415.0,"4,999 or less",41.0,Other Urban,3.3512,Name Change
1360,415042,Waikerie,415.0,"1,000 to 4,999",41.0,Other Urban,2.5052,415045.0,Waikerie,415.0,"4,999 or less",41.0,Other Urban,2.5052,
1361,415043,Wallaroo,415.0,"1,000 to 4,999",41.0,Other Urban,47.7345,415046.0,Wallaroo,415.0,"4,999 or less",41.0,Other Urban,12.5291,
1362,415044,Williamstown,415.0,"1,000 to 4,999",41.0,Other Urban,3.7899,415047.0,Williamstown,415.0,"4,999 or less",41.0,Other Urban,3.7899,
1363,415045,Willunga,415.0,"1,000 to 4,999",41.0,Other Urban,2.6721,415048.0,Willunga,415.0,"4,999 or less",41.0,Other Urban,2.7175,
1364,415046,Woodside,415.0,"1,000 to 4,999",41.0,Other Urban,1.6528,415049.0,Woodside,415.0,"4,999 or less",41.0,Other Urban,1.6528,
1365,421002,Ardrossan (L),421.0,500 or more,42.0,Bounded Locality,24.2965,421001.0,Ardrossan (L),421.0,500 or more,42.0,Bounded Locality,2.5378,
1366,422007,Beachport (L),422.0,200 to 499,42.0,Bounded Locality,3.0889,421002.0,Beachport (L),421.0,500 or more,42.0,Bounded Locality,3.0889,
1367,421003,Birdwood (L),421.0,500 or more,42.0,Bounded Locality,1.4224,421003.0,Birdwood (L),421.0,500 or more,42.0,Bounded Locality,1.4224,
1368,421004,Burra (L),421.0,500 or more,42.0,Bounded Locality,3.8046,421004.0,Burra (L),421.0,500 or more,42.0,Bounded Locality,3.8046,
1369,421005,Cleve (L),421.0,500 or more,42.0,Bounded Locality,5.8035,421005.0,Cleve (L),421.0,500 or more,42.0,Bounded Locality,5.8035,
1370,421006,Cockatoo Valley (L),421.0,500 or more,42.0,Bounded Locality,3.6939,421006.0,Cockatoo Valley (L),421.0,500 or more,42.0,Bounded Locality,3.6939,
1371,421007,Coffin Bay (L),421.0,500 or more,42.0,Bounded Locality,4.1888,421007.0,Coffin Bay (L),421.0,500 or more,42.0,Bounded Locality,4.1888,
1372,421008,Cowell (L),421.0,500 or more,42.0,Bounded Locality,5.3187,421008.0,Cowell (L),421.0,500 or more,42.0,Bounded Locality,5.3187,
1373,421009,Cummins (L),421.0,500 or more,42.0,Bounded Locality,2.2621,421009.0,Cummins (L),421.0,500 or more,42.0,Bounded Locality,2.2621,
1374,421010,Echunga (L),421.0,500 or more,42.0,Bounded Locality,1.1525,421010.0,Echunga (L),421.0,500 or more,42.0,Bounded Locality,1.1525,
1375,421011,Eudunda (L),421.0,500 or more,42.0,Bounded Locality,2.9227,421011.0,Eudunda (L),421.0,500 or more,42.0,Bounded Locality,2.9227,
1376,421012,Gladstone (L),421.0,500 or more,42.0,Bounded Locality,2.8826,421012.0,Gladstone (L) (SA),421.0,500 or more,42.0,Bounded Locality,2.8826,Name Change
1377,421013,Greenock (L),421.0,500 or more,42.0,Bounded Locality,1.3173,421013.0,Greenock (L),421.0,500 or more,42.0,Bounded Locality,1.3173,
1378,421014,Gumeracha (L),421.0,500 or more,42.0,Bounded Locality,1.0422,421014.0,Gumeracha (L),421.0,500 or more,42.0,Bounded Locality,1.0422,
1379,421015,Hamley Bridge (L),421.0,500 or more,42.0,Bounded Locality,0.8426,421015.0,Hamley Bridge (L),421.0,500 or more,42.0,Bounded Locality,0.8426,
1380,422024,Houghton (L),422.0,200 to 499,42.0,Bounded Locality,3.7852,421016.0,Houghton (L),421.0,500 or more,42.0,Bounded Locality,3.0722,
1381,421016,Kanmantoo (L),421.0,500 or more,42.0,Bounded Locality,0.8093,421017.0,Kanmantoo (L),421.0,500 or more,42.0,Bounded Locality,0.8093,
1382,421017,Keith (L),421.0,500 or more,42.0,Bounded Locality,7.2836,421018.0,Keith (L),421.0,500 or more,42.0,Bounded Locality,7.2836,
1383,421018,Kimba (L),421.0,500 or more,42.0,Bounded Locality,18.232,421019.0,Kimba (L),421.0,500 or more,42.0,Bounded Locality,18.232,
1384,421019,Lameroo (L),421.0,500 or more,42.0,Bounded Locality,2.7742,421020.0,Lameroo (L),421.0,500 or more,42.0,Bounded Locality,2.7742,
1385,422030,Laura (L) (SA),422.0,200 to 499,42.0,Bounded Locality,1.452,421021.0,Laura (L) (SA),421.0,500 or more,42.0,Bounded Locality,1.452,
1386,421020,Macclesfield (L),421.0,500 or more,42.0,Bounded Locality,2.2961,421022.0,Macclesfield (L),421.0,500 or more,42.0,Bounded Locality,2.2961,
1387,421021,Mallala (L),421.0,500 or more,42.0,Bounded Locality,1.4964,421023.0,Mallala (L),421.0,500 or more,42.0,Bounded Locality,1.4964,
1388,421023,Meningie (L),421.0,500 or more,42.0,Bounded Locality,5.7809,421024.0,Meningie (L),421.0,500 or more,42.0,Bounded Locality,5.7809,
1389,421025,Milang (L),421.0,500 or more,42.0,Bounded Locality,2.44,421025.0,Milang (L),421.0,500 or more,42.0,Bounded Locality,2.44,
1390,421026,Minlaton (L),421.0,500 or more,42.0,Bounded Locality,3.08,421026.0,Minlaton (L),421.0,500 or more,42.0,Bounded Locality,3.08,
